MEMBER_HIERARCHY_ID,MEMBER_ID,LEVEL,PARENT_MEMBER_ID,COMPARATOR,OPERATOR,VALID_FROM,VALID_TO
AE_ITM_HIER_1,AE_ITM_65,1,,=,,2019-05-01,9999-12-31
AE_ITM_HIER_1,AE_ITM_30,2,AE_ITM_65,,+,2019-05-01,9999-12-31
AE_ITM_HIER_1,AE_ITM_50,2,AE_ITM_65,,+,2019-05-01,9999-12-31
AE_ITM_HIER_2,AE_ITM_100,1,,=,,2019-05-01,9999-12-31
AE_ITM_HIER_2,AE_ITM_30,2,AE_ITM_100,,+,2019-05-01,9999-12-31
AE_ITM_HIER_2,AE_ITM_70,2,AE_ITM_100,=,+,2019-05-01,9999-12-31
AE_ITM_HIER_2,AE_ITM_50,3,AE_ITM_70,,+,2019-05-01,9999-12-31
AE_ITM_HIER_2,AE_ITM_20,3,AE_ITM_70,,+,2019-05-01,9999-12-31
AE_ITM_HIER_3,AE_ITM_100,1,,=,,2019-05-01,9999-12-31
AE_ITM_HIER_3,AE_ITM_50,2,AE_ITM_100,,+,2019-05-01,9999-12-31
AE_ITM_HIER_3,AE_ITM_55,2,AE_ITM_100,=,+,2019-05-01,9999-12-31
AE_ITM_HIER_3,AE_ITM_20,3,AE_ITM_55,,+,2019-05-01,9999-12-31
AE_ITM_HIER_3,AE_ITM_30,3,AE_ITM_55,,+,2019-05-01,9999-12-31
AE_ITM_HIER_4,AE_ITM_250,1,,=,,2019-05-01,9999-12-31
AE_ITM_HIER_4,AE_ITM_110,2,AE_ITM_250,,+,2019-05-01,9999-12-31
AE_ITM_HIER_4,AE_ITM_240,2,AE_ITM_250,=,+,2019-05-01,9999-12-31
AE_ITM_HIER_4,AE_ITM_130,3,AE_ITM_240,,+,2019-05-01,9999-12-31
AE_ITM_HIER_4,AE_ITM_220,3,AE_ITM_240,=,+,2019-05-01,9999-12-31
AE_ITM_HIER_4,AE_ITM_120,4,AE_ITM_220,,+,2019-05-01,9999-12-31
AE_ITM_HIER_4,AE_ITM_230,4,AE_ITM_220,=,+,2019-05-01,9999-12-31
AE_ITM_HIER_4,AE_ITM_140,5,AE_ITM_230,,+,2019-05-01,9999-12-31
AE_ITM_HIER_4,AE_ITM_150,5,AE_ITM_230,,+,2019-05-01,9999-12-31
AE_ITM_HIER_4,AE_ITM_160,4,AE_ITM_220,,+,2019-05-01,9999-12-31
AE_ITM_HIER_5,AE_ITM_40,1,,=,,2019-05-01,9999-12-31
AE_ITM_HIER_5,AE_ITM_10,2,AE_ITM_40,=,+,2019-05-01,9999-12-31
AE_ITM_HIER_5,AE_ITM_11,3,AE_ITM_10,,+,2019-05-01,9999-12-31
AE_ITM_HIER_5,AE_ITM_12,3,AE_ITM_10,,+,2019-05-01,9999-12-31
AE_ITM_HIER_5,AE_ITM_30,2,AE_ITM_40,,+,2019-05-01,9999-12-31
PSTN_INSTRMNT_HIER_1,PSTN_INSTRMNT_4,1,,=,,1900-01-01,9999-12-31
PSTN_INSTRMNT_HIER_1,PSTN_INSTRMNT_2,2,PSTN_INSTRMNT_4,,+,1900-01-01,9999-12-31
PSTN_INSTRMNT_HIER_1,PSTN_INSTRMNT_1,2,PSTN_INSTRMNT_4,,+,1900-01-01,9999-12-31
TYP_MRKT_HIER_2,TYP_MRKT_3,1,,=,,1900-01-01,9999-12-31
TYP_MRKT_HIER_2,TYP_MRKT_31,2,TYP_MRKT_3,,+,1900-01-01,9999-12-31
TYP_MRKT_HIER_2,TYP_MRKT_10,2,TYP_MRKT_3,,+,1900-01-01,9999-12-31
TYP_MRKT_HIER_3,TYP_MRKT_7,1,,=,,1900-01-01,9999-12-31
TYP_MRKT_HIER_3,TYP_MRKT_1,2,TYP_MRKT_7,,+,1900-01-01,9999-12-31
TYP_MRKT_HIER_3,TYP_MRKT_2,2,TYP_MRKT_7,,+,1900-01-01,9999-12-31
RLTNSHP_HIER_1,RLTNSHP_33,1,,=,,2019-05-01,9999-12-31
RLTNSHP_HIER_1,RLTNSHP_1,2,RLTNSHP_33,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_1,RLTNSHP_2,2,RLTNSHP_33,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_1,RLTNSHP_3,2,RLTNSHP_33,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_1,RLTNSHP_4,2,RLTNSHP_33,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_1,RLTNSHP_5,2,RLTNSHP_33,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_1,RLTNSHP_6,2,RLTNSHP_33,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_1,RLTNSHP_7,2,RLTNSHP_33,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_2,RLTNSHP_20,1,,=,,2019-05-01,9999-12-31
RLTNSHP_HIER_2,RLTNSHP_3,2,RLTNSHP_20,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_2,RLTNSHP_13,2,RLTNSHP_20,=,+,2019-05-01,9999-12-31
RLTNSHP_HIER_2,RLTNSHP_9,3,RLTNSHP_13,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_2,RLTNSHP_4,3,RLTNSHP_13,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_3,RLTNSHP_33,1,,=,,2019-05-01,9999-12-31
RLTNSHP_HIER_3,RLTNSHP_16,2,RLTNSHP_33,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_3,RLTNSHP_17,2,RLTNSHP_33,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_4,RLTNSHP_15,1,,=,,2019-05-01,9999-12-31
RLTNSHP_HIER_4,RLTNSHP_1,2,RLTNSHP_15,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_4,RLTNSHP_2,2,RLTNSHP_15,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_5,RLTNSHP_33,1,,=,,2019-05-01,9999-12-31
RLTNSHP_HIER_5,RLTNSHP_15,2,RLTNSHP_33,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_5,RLTNSHP_20,2,RLTNSHP_33,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_5,RLTNSHP_6,2,RLTNSHP_33,,+,2019-05-01,9999-12-31
RLTNSHP_HIER_5,RLTNSHP_12,2,RLTNSHP_33,,+,2019-05-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_-1,1,,=,,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_2,2,EXPNS_TYP_-1,=,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_16,3,EXPNS_TYP_2,=,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_161,4,EXPNS_TYP_16,,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_162,4,EXPNS_TYP_16,,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_20,3,EXPNS_TYP_2,=,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_17,4,EXPNS_TYP_20,,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_18,4,EXPNS_TYP_20,,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_19,4,EXPNS_TYP_20,,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_14,4,EXPNS_TYP_20,,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_15,4,EXPNS_TYP_20,,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_1,2,EXPNS_TYP_-1,=,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_3,3,EXPNS_TYP_1,=,,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_4,4,EXPNS_TYP_3,,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_5,4,EXPNS_TYP_3,,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_6,3,EXPNS_TYP_1,,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_7,3,EXPNS_TYP_1,,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_8,3,EXPNS_TYP_1,,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_9,3,EXPNS_TYP_1,,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_10,3,EXPNS_TYP_1,,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_11,3,EXPNS_TYP_1,,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_12,3,EXPNS_TYP_1,,+,1900-01-01,9999-12-31
EXPNS_TYP_HIER_1,EXPNS_TYP_13,3,EXPNS_TYP_1,,+,1900-01-01,9999-12-31
LVL_RPRTNG_HIER_1,LVL_RPRTNG_-1,1,,=,,1900-01-01,9999-12-31
LVL_RPRTNG_HIER_1,LVL_RPRTNG_3,2,LVL_RPRTNG_-1,,+,1900-01-01,9999-12-31
LVL_RPRTNG_HIER_1,LVL_RPRTNG_4,2,LVL_RPRTNG_-1,=,+,1900-01-01,9999-12-31
LVL_RPRTNG_HIER_1,LVL_RPRTNG_1,3,LVL_RPRTNG_4,,+,1900-01-01,9999-12-31
LVL_RPRTNG_HIER_1,LVL_RPRTNG_2,3,LVL_RPRTNG_4,,+,1900-01-01,9999-12-31
PRCHSD_ORGNTD_HIER_1,PRCHSD_ORGNTD_-1,1,,=,,1900-01-01,9999-12-31
PRCHSD_ORGNTD_HIER_1,PRCHSD_ORGNTD_2,2,PRCHSD_ORGNTD_-1,,+,1900-01-01,9999-12-31
PRCHSD_ORGNTD_HIER_1,PRCHSD_ORGNTD_1,2,PRCHSD_ORGNTD_-1,,+,1900-01-01,9999-12-31
EBA_RT_RT4,EBA_RT_EBA_x10,1,,>=,,1970-01-01,9999-12-31
EBA_RT_RT4,EBA_RT_EBA_x11,1,,>=,,1970-01-01,9999-12-31
EBA_RT_RT4,EBA_RT_EBA_x13,1,,>=,,1970-01-01,9999-12-31
EBA_RT_RT4,EBA_RT_EBA_x12,1,,>=,,1970-01-01,9999-12-31
EBA_PU_PU23,EBA_PU_EBA_x4,2,EBA_PU_EBA_x0,,+,1970-01-01,9999-12-31
EBA_PU_PU23,EBA_PU_EBA_x1,2,EBA_PU_EBA_x0,,+,1970-01-01,9999-12-31
EBA_PU_PU23,EBA_PU_EBA_x3,2,EBA_PU_EBA_x0,,+,1970-01-01,9999-12-31
EBA_PU_PU23,EBA_PU_EBA_x0,1,,=,,1970-01-01,9999-12-31
EBA_RT_RT5,EBA_RT_EBA_x18,1,,>=,,1970-01-01,9999-12-31
EBA_RT_RT5,EBA_RT_EBA_x17,1,,>=,,1970-01-01,9999-12-31
EBA_RT_RT5,EBA_RT_EBA_x16,1,,>=,,1970-01-01,9999-12-31
EBA_RT_RT5,EBA_RT_EBA_x15,1,,>=,,1970-01-01,9999-12-31
EBA_RT_RT5,EBA_RT_EBA_x14,1,,>=,,1970-01-01,9999-12-31
EBA_RT_RT3,EBA_RT_EBA_x9,1,,>=,,1970-01-01,9999-12-31
EBA_RT_RT3,EBA_RT_EBA_x11,2,EBA_RT_EBA_x8,,+,1970-01-01,9999-12-31
EBA_RT_RT3,EBA_RT_EBA_x10,2,EBA_RT_EBA_x8,,+,1970-01-01,9999-12-31
EBA_RT_RT3,EBA_RT_EBA_x8,1,,=,,1970-01-01,9999-12-31
EBA_RT_RT1,EBA_RT_EBA_x11,1,,>=,,1970-01-01,9999-12-31
EBA_RT_RT1,EBA_RT_EBA_x10,1,,>=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_U,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_H,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_E,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_R,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_O,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_B,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_F,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_K,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_A,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_Q,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_L,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_I,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_T,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_D,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_N,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_S,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_C,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_G,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_J,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_M,1,,=,,1970-01-01,9999-12-31
EBA_NC_NC1,EBA_NC_EBA_P,1,,=,,1970-01-01,9999-12-31
EBA_GA_GA9,EBA_GA_EBA_LI,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_IO,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_KR,1,,>=,,1970-01-01,9999-12-31
EBA_BT_BT3,EBA_BT_EBA_x0,1,,>=,,1900-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_PM,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_NZ,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_FJ,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_IR,1,,>=,,1970-01-01,9999-12-31
EBA_BT_BT2,EBA_BT_EBA_x0,1,,=,,1970-01-01,9999-12-31
EBA_GA_GA9,EBA_GA_EBA_LT,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_DJ,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_NG,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA3,EBA_GA_EBA_EE,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_TM,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_BJ,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA2,EBA_GA_EBA_EE,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_GB,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_MO,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA1,EBA_GA_EBA_x0,1,,=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_SX,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA9,EBA_GA_EBA_SK,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_BW,1,,>=,,1970-01-01,9999-12-31
EBA_LQ_LQ2,EBA_LQ_EBA_x0,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_SE,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_MR,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_ZM,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_DZ,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA3,EBA_GA_EBA_JP,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA9,EBA_GA_EBA_FI,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_CO,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_AR,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA2,EBA_GA_EBA_CH,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA2,EBA_GA_EBA_IE,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_AO,1,,>=,,1970-01-01,9999-12-31
EBA_BT_BT1,EBA_BT_EBA_x0,1,,=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_CR,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_ER,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_BG,1,,>=,,1970-01-01,9999-12-31
EBA_TI_TI7,EBA_TI_EBA_x6,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA3,EBA_GA_EBA_IE,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA3,EBA_GA_EBA_CH,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA2,EBA_GA_EBA_JP,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_YE,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_SH,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_GR,1,,>=,,1970-01-01,9999-12-31
EBA_LQ_LQ1,EBA_LQ_EBA_x0,1,,=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_BZ,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_AX,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA3,EBA_GA_EBA_GB,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA6,EBA_GA_EBA_x0,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_RW,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_FM,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_CX,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_KH,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_AE,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_DM,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_PW,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA3,EBA_GA_EBA_SE,1,,>=,,1970-01-01,9999-12-31
EBA_CG_CG1,EBA_CG_EBA_x0,1,,=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_TJ,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_BM,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA2,EBA_GA_EBA_SE,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_GE,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_MH,1,,>=,,1970-01-01,9999-12-31
EBA_ZZ_ZZ9,EBA_ZZ_EBA_x2,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA7,EBA_GA_EBA_x0,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA2,EBA_GA_EBA_GB,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_TW,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_SB,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_EE,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_MU,1,,>=,,1970-01-01,9999-12-31
EBA_ZZ_ZZ1,EBA_ZZ_EBA_x6,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_PG,1,,>=,,1970-01-01,9999-12-31
EBA_ER_ER1,EBA_ER_EBA_x0,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_NP,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA5,EBA_GA_EBA_x0,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA3,EBA_GA_EBA_BG,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_CH,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_AU,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_IE,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_ZW,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA3,EBA_GA_EBA_GR,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_KE,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_CU,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA9,EBA_GA_EBA_PT,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_ME,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_GH,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_SR,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_TG,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_JP,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_HM,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA2,EBA_GA_EBA_GR,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA2,EBA_GA_EBA_BG,1,,>=,,1970-01-01,9999-12-31
EBA_ZZ_ZZ2,EBA_ZZ_EBA_x6,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_SO,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_GU,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_MX,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_EH,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_JM,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_VG,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_TZ,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_CL,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_AQ,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_LI,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_AL,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_NI,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_LT,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA9,EBA_GA_EBA_GB,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_TC,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_BD,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_MA,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_GL,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_SV,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_HT,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_BY,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_VC,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA9,EBA_GA_EBA_SE,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_SK,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_GQ,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_PN,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_RS,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_FI,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA3,EBA_GA_EBA_MK,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_IL,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_CA,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA2,EBA_GA_EBA_PT,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA2,EBA_GA_EBA_UA,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_LY,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_PS,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_WF,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_IQ,1,,>=,,1970-01-01,9999-12-31
EBA_TR_TR1,EBA_TR_EBA_x0,1,,=,,1970-01-01,9999-12-31
EBA_GA_GA9,EBA_GA_EBA_BG,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_GA,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_ML,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA3,EBA_GA_EBA_UA,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_TN,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_BI,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_MQ,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA3,EBA_GA_EBA_PT,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_BT,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_VN,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA9,EBA_GA_EBA_GR,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA2,EBA_GA_EBA_MK,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_CK,1,,>=,,1970-01-01,9999-12-31
EBA_TA_TA1,EBA_TA_EBA_x0,1,,=,,1970-01-01,9999-12-31
EBA_GA_GA2,EBA_GA_EBA_LT,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA2,EBA_GA_EBA_AL,1,,>=,,1970-01-01,9999-12-31
EBA_TI_TI8,EBA_TI_EBA_x1,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_CV,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA3,EBA_GA_EBA_SK,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_LS,1,,>=,,1970-01-01,9999-12-31
EBA_GA_GA4,EBA_GA_EBA_PY,1,,>=,,1970-01-01,9999-12-31
