VARIABLE_MAPPING_ID,VARIABLE_ID,IS_SOURCE,VALID_FROM,VALID_TO
DPM_md105,ESTMTD_LSS_PRD_DCRSS_ALLWNC,false,1999-01-01,9999-12-31
DPM_md108,EBA_md108,true,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,ACCNTNG_FRMWRK,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,SBJCT_IMPRMNT_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,EBA_MCE,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,EBA_CPS,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,EBA_TYH,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,EBA_PUR,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,EBA_MCB,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,EBA_IMS,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,IMPRMNT_STTS,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,TYP_HDG,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,INSTTTNL_SCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,MLTLTRL_DVLPMNT_BNK_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,PRTY_RL_TYP,false,1999-01-01,9999-12-31
DPM_IMS,IMPRMNT_STTS,false,1999-01-01,9999-12-31
DPM_TPD,EBA_TPD,true,1999-01-01,9999-12-31
DPM_TPD,TM_PST_DU,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,EBA_MCY,true,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,EBA_APL,true,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,ACCNTNG_CLSSFCTN,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,SHRT_PSTN_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,HLD_SL_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,ITM_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,HLD_TRDNG_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,HLD_MTRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,ACCNTNG_PRTFL_VLTN_RL,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL,MSRMNT_MTHD,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,MN_DBTR_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,ACCNTNG_CLSSFCTN,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,ITM_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,HLD_SL_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL,EBA_MCY,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL,EBA_APL,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL,EBA_MCB,true,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL,TYP_CLLTRL_GRNT_RCVD,false,1999-01-01,9999-12-31
DPM_BAS_MCB_MCY_APL,HLD_SL_INDCTR,false,1999-01-01,9999-12-31
DPM_md108,DVDND_AMNT,false,1999-01-01,9999-12-31
DPM_md11,EBA_md11,true,1999-01-01,9999-12-31
DPM_md11,ACTRL_GN_LSS_CHG_DMGRPHC,false,1999-01-01,9999-12-31
DPM_md114,EBA_md114,true,1999-01-01,9999-12-31
DPM_md114,EXCRS_EXPRTN_EQTY_OTHR_CPTL,false,1999-01-01,9999-12-31
DPM_md12,EBA_md12,true,1999-01-01,9999-12-31
DPM_md12,ACTRL_GN_LSS_CHG_FNNCL_ASSMPTN,false,1999-01-01,9999-12-31
DPM_md13,EBA_md13,true,1999-01-01,9999-12-31
DPM_md13,IMPRMNT_LSS_ADDTN,false,1999-01-01,9999-12-31
DPM_md131,EBA_md131,true,1999-01-01,9999-12-31
DPM_md131,FRGN_CRRNCY_TRNSLTN,false,1999-01-01,9999-12-31
DPM_md139,EBA_md139,true,1999-01-01,9999-12-31
DPM_md139,INCRS_ DSCNTD_AMNT_DSCNT_RT,false,1999-01-01,9999-12-31
DPM_md14,EBA_md14,true,1999-01-01,9999-12-31
DPM_md14,ADDTNS_INCLDNG_EXSTNG_PRVSNS,false,1999-01-01,9999-12-31
DPM_md140,EBA_md140,true,1999-01-01,9999-12-31
DPM_md140,INCRS_ALLWNC_ESTMTD_LSS,false,1999-01-01,9999-12-31
DPM_md147,EBA_md147,true,1999-01-01,9999-12-31
DPM_md147,DFND_BNFT_OBLGTNS_INTRST_CST,false,1999-01-01,9999-12-31
DPM_md149,EBA_md149,true,1999-01-01,9999-12-31
DPM_md149,ISSNC_EQTY_OTHR_CPTL_INSTRMNT,false,1999-01-01,9999-12-31
DPM_md150,EBA_md150,true,1999-01-01,9999-12-31
DPM_md150,ISSNC_ORDNRY_SHRS,false,1999-01-01,9999-12-31
DPM_md151,EBA_md151,true,1999-01-01,9999-12-31
DPM_md151,ISSNC_PRFRNC_SHRS,false,1999-01-01,9999-12-31
DPM_md186,EBA_md186,true,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,TYP_INSTRMNT_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,HLD_TRDNG_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,HLD_MTRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,ACCNTNG_PRTFL_VLTN_RL,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,ACCNTNG_FRMWRK,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,SBJCT_IMPRMNT_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,PRPS,false,1999-01-01,9999-12-31
DPM_MCV_F_44.03,EBA_MCV,true,1999-01-01,9999-12-31
DPM_MCV_F_44.03,EXPNS_TYP,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCY,EBA_MCY,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCY,EBA_CPS,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCY,EBA_CPZ,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCY,ENTRPRS_SZ,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCY,INSTTTNL_SCTR,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCY,MLTLTRL_DVLPMNT_BNK_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCY,PRTY_RL_TYP,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCY,MN_DBTR_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCY,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCY,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_TRI_F_04.03.1,EBA_TRI,true,1999-01-01,9999-12-31
DPM_TRI_F_04.03.1,LW_CRDT_RSK_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCG_MCY_PUR,EBA_MCY,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCG_MCY_PUR,EBA_CPS,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCG_MCY_PUR,EBA_CPZ,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCG_MCY_PUR,EBA_MCG,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCG_MCY_PUR,EBA_PUR,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCG_MCY_PUR,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCG_MCY_PUR,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCG_MCY_PUR,INSTTTNL_SCTR,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCG_MCY_PUR,MLTLTRL_DVLPMNT_BNK_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCG_MCY_PUR,PRTY_RL_TYP,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCG_MCY_PUR,MN_DBTR_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCG_MCY_PUR,ENTRPRS_SZ,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCG_MCY_PUR,PRPS,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCG_MCY_PUR,TYP_CLLTRL_GRNT_RCVD,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCG_MCY_PUR,TYP_CLLTRL,false,1999-01-01,9999-12-31
DPM_ACT,EBA_ACT,true,1999-01-01,9999-12-31
DPM_ACT,TRTMNT_TRNSFRRD_ASSTS_BLNC_SHT,false,1999-01-01,9999-12-31
DPM_TRT,EBA_TRT,true,1999-01-01,9999-12-31
DPM_TRT,TYP_RSK_TRNSFR,false,1999-01-01,9999-12-31
DPM_MCT_PLT,EBA_MCT,true,1999-01-01,9999-12-31
DPM_MCT_PLT,EBA_PLT,true,1999-01-01,9999-12-31
DPM_MCT_PLT,TYP_INSTRMNT_LNKD_ASSTS,false,1999-01-01,9999-12-31
DPM_MCT_PLT,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_MCT_PLT,ACCNTNG_PRTFL_LNKD_ASSTS,false,1999-01-01,9999-12-31
DPM_MCT_PLT,TYP_ACCNTNG_ITM_LNKD_ASSTS,false,1999-01-01,9999-12-31
DPM_MCT_PLT,HLD_SL_INDCTR,false,1999-01-01,9999-12-31
DPM_MCT_PLT,HLD_TRDNG_INDCTR,false,1999-01-01,9999-12-31
DPM_MCT_PLT,HLD_MTRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_MCT_PLT,ACCNTNG_PRTFL_VLTN_RL,false,1999-01-01,9999-12-31
DPM_MCT_PLT,ACCNTNG_FRMWRK,false,1999-01-01,9999-12-31
DPM_MCT_PLT,SBJCT_IMPRMNT_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,EBA_MCY,true,1999-01-01,9999-12-31
DPM_md186,PST_SRVC_CST,false,1999-01-01,9999-12-31
DPM_md197,EBA_md197,true,1999-01-01,9999-12-31
DPM_md197,PRCHS_TRSRY_SHRS,false,1999-01-01,9999-12-31
DPM_md199,EBA_md199,true,1999-01-01,9999-12-31
DPM_md199,RCLSSFCTN_INSTRMNT_EQTY_LBLTY,false,1999-01-01,9999-12-31
DPM_md200,EBA_md200,true,1999-01-01,9999-12-31
DPM_md200,RCLSSFCTN_INSTRMNT_LBLTY_EQTY,false,1999-01-01,9999-12-31
DPM_md201,EBA_md201,true,1999-01-01,9999-12-31
DPM_md201,OTHR_RCLSSFCTN_HDG_FRGN_OPRTN,false,1999-01-01,9999-12-31
DPM_md202,EBA_md202,true,1999-01-01,9999-12-31
DPM_md202,OTHR_RCLSSFCTN_CSH_FLW_HDG,false,1999-01-01,9999-12-31
DPM_md203,EBA_md203,true,1999-01-01,9999-12-31
DPM_md203,RCVR_TO_STTMNT_PRFT_LSS,false,1999-01-01,9999-12-31
DPM_md210,EBA_md210,true,1999-01-01,9999-12-31
DPM_md210,IMPRMNT_LSS_RVRSL,false,1999-01-01,9999-12-31
DPM_md216,EBA_md216,true,1999-01-01,9999-12-31
DPM_md216,TRSRY_SHR_SL_CNCLLTN,false,1999-01-01,9999-12-31
DPM_md233,EBA_md233,true,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY,EBA_MCY,true,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY,EBA_CPS,true,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY,INSTTTNL_SCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY,MLTLTRL_DVLPMNT_BNK_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY,PRTY_RL_TYP,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY,MN_DBTR_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_IMS_PFS_2.9,EBA_IMS,true,1999-01-01,9999-12-31
DPM_IMS_PFS_2.9,EBA_PFS,true,1999-01-01,9999-12-31
DPM_IMS_PFS_2.9,PRFRMNG_STTS,false,1999-01-01,9999-12-31
DPM_IMS_PFS_2.9,IMPRMNT_STTS,false,1999-01-01,9999-12-31
DPM_IMS_PFS_2.9,DFLT_STTS,false,1999-01-01,9999-12-31
DPM_BAS_APL_2.9,EBA_APL,true,1999-01-01,9999-12-31
DPM_BAS_APL_2.9,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_APL_2.9,ACCNTNG_CLSSFCTN,false,1999-01-01,9999-12-31
DPM_BAS_APL_2.9,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_APL_2.9,HLD_SL_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_APL_2.9,HLD_TRDNG_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_APL_2.9,HLD_MTRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_APL_2.9,SBJCT_IMPRMNT_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_APL_2.9,ACCNTNG_PRTFL_VLTN_RL,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,EBA_MCY,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,EBA_MCB,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,EBA_CPS,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,EBA_CPZ,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,EBA_MCG,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,EBA_PUR,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,RPYMNT_RGHTS,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,INSTTTNL_SCTR,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,MLTLTRL_DVLPMNT_BNK_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,INSTTTNL_SCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,MLTLTRL_DVLPMNT_BNK_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,PRTY_RL_TYP,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,MN_DBTR_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,ENTRPRS_SZ,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,PRPS,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,TYP_CLLTRL_GRNT_RCVD,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,TYP_INSTRMNT_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,ITM_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,HLD_TRDNG_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,HLD_MTRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,ACCNTNG_PRTFL_VLTN_RL,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,ACCNTNG_FRMWRK,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,EBA_CPS,true,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,EBA_MCP,true,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,EBA_APL,true,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,EBA_CPS,true,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,EBA_CPZ,true,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,EBA_MCG,true,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,EBA_PUR,true,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,ACCNTNG_CLSSFCTN,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,HLD_SL_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_CPZ_MCG_MCY_MCP_PUR_APL,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,EBA_MCY,true,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,EBA_APL,true,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,INSTTTNL_SCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,MLTLTRL_DVLPMNT_BNK_INDCTR,false,1999-01-01,9999-12-31
DPM_md233,TTL_CMPRHNSV_INCM,false,1999-01-01,9999-12-31
DPM_md239,EBA_md239,true,1999-01-01,9999-12-31
DPM_md239,TRNSFRRD_INTL_CRRYNG_AMNT_HDGD,false,1999-01-01,9999-12-31
DPM_md240,EBA_md240,true,1999-01-01,9999-12-31
DPM_md240,TRNSFRD_TO_PRFT_LSS,false,1999-01-01,9999-12-31
DPM_md241,EBA_md241,true,1999-01-01,9999-12-31
DPM_md241,TRNSFR_AMNG_EQTY_CMPNNT,false,1999-01-01,9999-12-31
DPM_md242,EBA_md242,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,PRTY_RL_TYP,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,MN_DBTR_INDCTR,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,ENTRPRS_SZ,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,PRPS,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,TYP_CLLTRL_GRNT_RCVD,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCG_MCY_PUR,TYP_CLLTRL,false,1999-01-01,9999-12-31
DPM_FRS_IMS_PFS_TPD,EBA_IMS,true,1999-01-01,9999-12-31
DPM_FRS_IMS_PFS_TPD,EBA_PFS,true,1999-01-01,9999-12-31
DPM_FRS_IMS_PFS_TPD,EBA_TPD,true,1999-01-01,9999-12-31
DPM_FRS_IMS_PFS_TPD,EBA_FRS,true,1999-01-01,9999-12-31
DPM_FRS_IMS_PFS_TPD,IMPRMNT_STTS,false,1999-01-01,9999-12-31
DPM_FRS_IMS_PFS_TPD,PRFRMNG_STTS,false,1999-01-01,9999-12-31
DPM_FRS_IMS_PFS_TPD,TM_PST_DU,false,1999-01-01,9999-12-31
DPM_FRS_IMS_PFS_TPD,DFLT_STTS,false,1999-01-01,9999-12-31
DPM_FRS_IMS_PFS_TPD,ACCNTNG_FRMWRK,false,1999-01-01,9999-12-31
DPM_MCB,EBA_MCB,true,1999-01-01,9999-12-31
DPM_MCB,TYP_CLLTRL_GRNT_RCVD,false,1999-01-01,9999-12-31
DPM_MCB,UNDR_CNSTRCTN_INDCTR,false,1999-01-01,9999-12-31
DPM_MCB,PLNNNG_PRMSSN_INDCTR,false,1999-01-01,9999-12-31
DPM_FBS_F_19.00,EBA_FBS,true,1999-01-01,9999-12-31
DPM_FBS_F_19.00,FRBRNC_STTS,false,1999-01-01,9999-12-31
DPM_FBS_F_19.00,NN_PRFRMNG_PRR_FRBRNC_INDCTR,false,1999-01-01,9999-12-31
DPM_IMS_PFS,EBA_IMS,true,1999-01-01,9999-12-31
DPM_IMS_PFS,EBA_PFS,true,1999-01-01,9999-12-31
DPM_IMS_PFS,PRFRMNG_STTS,false,1999-01-01,9999-12-31
DPM_IMS_PFS,DFLT_STTS,false,1999-01-01,9999-12-31
DPM_IMS_PFS,IMPRMNT_STTS,false,1999-01-01,9999-12-31
DPM_IMS_PFS,PRFRMNG_STTS_RSN,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCY_PUR,EBA_MCY,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCY_PUR,EBA_MCB,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCY_PUR,EBA_CPS,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCY_PUR,EBA_CPZ,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCY_PUR,EBA_PUR,true,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCY_PUR,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_CPS_CPZ_MCB_MCY_PUR,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,MN_DBTR_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,NGTBL_SCRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,ACCNTNG_CLSSFCTN,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,TYP_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,HLD_SL_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,ITM_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,HLD_TRDNG_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,HLD_MTRTY_INDCTR,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,ACCNTNG_PRTFL_VLTN_RL,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,ACCNTNG_FRMWRK,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,SBJCT_IMPRMNT_INDCTR,false,1999-01-01,9999-12-31
DPM_IMS_PFS_TPD,EBA_IMS,true,1999-01-01,9999-12-31
DPM_IMS_PFS_TPD,EBA_PFS,true,1999-01-01,9999-12-31
DPM_IMS_PFS_TPD,EBA_TPD,true,1999-01-01,9999-12-31
DPM_IMS_PFS_TPD,PRFRMNG_STTS,false,1999-01-01,9999-12-31
DPM_IMS_PFS_TPD,DFLT_STTS,false,1999-01-01,9999-12-31
DPM_IMS_PFS_TPD,IMPRMNT_STTS,false,1999-01-01,9999-12-31
DPM_IMS_PFS_TPD,TM_PST_DU,false,1999-01-01,9999-12-31
DPM_MCE_APL_RPR,EBA_MCE,true,1999-01-01,9999-12-31
DPM_MCE_APL_RPR,EBA_APL,true,1999-01-01,9999-12-31
DPM_MCE_APL_RPR,EBA_RPR,true,1999-01-01,9999-12-31
DPM_MCE_APL_RPR,RLTD_PRTS_RLTNSHPS,false,1999-01-01,9999-12-31
DPM_MCE_APL_RPR,ACCNTNG_CLSSFCTN,false,1999-01-01,9999-12-31
DPM_BAS_CPS_MCY_APL,PRTY_RL_TYP,false,1999-01-01,9999-12-31
DPM_MCE_APL_RPR,ITM_GNRTS_ACCNTNG_ITM,false,1999-01-01,9999-12-31
DPM_MCE_APL_RPR,ACCNTNG_PRTFL_VLTN_RL,false,1999-01-01,9999-12-31
DPM_MCE_APL_RPR,MSRMNT_MTHD,false,1999-01-01,9999-12-31
DPM_MCE_APL_RPR,ACCNTNG_FRMWRK,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL_RPR,EBA_MCY,true,1999-01-01,9999-12-31
DPM_BAS_MCY_APL_RPR,EBA_APL,true,1999-01-01,9999-12-31
DPM_BAS_MCY_APL_RPR,EBA_BAS,true,1999-01-01,9999-12-31
DPM_BAS_MCY_APL_RPR,EBA_RPR,true,1999-01-01,9999-12-31
DPM_BAS_MCY_APL_RPR,RLTD_PRTS_RLTNSHPS,false,1999-01-01,9999-12-31
DPM_BAS_MCY_APL_RPR,TYP_INSTRMNT,false,1999-01-01,9999-12-31
DPM_md242,TRNSFR_BTWN_ALLWNC,false,1999-01-01,9999-12-31
DPM_md249,EBA_md249,true,1999-01-01,9999-12-31
DPM_md249,FV_CHNG,false,1999-01-01,9999-12-31
DPM_md251,EBA_md251,true,1999-01-01,9999-12-31
DPM_md251,UNSD_AMNT_RVRSD_DRNG_PRD,false,1999-01-01,9999-12-31
