MAINTENANCE_AGENCY_ID,CUBE_LINK_ID,CODE,NAME,DESCRIPTION,VALID_FROM,VALID_TO,VERSION,ORDER_RELEVANCE,PRIMARY_CUBE_ID,FOREIGN_CUBE_ID,CUBE_LINK_TYPE,JOIN_IDENTIFIER
,F_20_02_REF_FINREP_3_0:INSTRMNT:Deposits,,INSTRMNT:Deposits:INSTRMNT,INSTRMNT:TYP_INSTRMNT_549:Deposits:INSTRMNT,,,,,INSTRMNT,F_20_02_REF_FINREP_3_0,,Deposits
,F_20_02_REF_FINREP_3_0:INSTRMNT_RL:Deposits,,INSTRMNT:Deposits:INSTRMNT_RL,INSTRMNT:TYP_INSTRMNT_549:Deposits:INSTRMNT_RL,,,,,INSTRMNT_RL,F_20_02_REF_FINREP_3_0,,Deposits
,F_20_02_REF_FINREP_3_0:NN_FNNCL_ASST:Provisions,,NN_FNNCL_ASST:Provisions:NN_FNNCL_ASST,NN_FNNCL_ASST:TYP_ACCNTNG_ITM_700:Provisions:NN_FNNCL_ASST,,,,,NN_FNNCL_ASST,F_20_02_REF_FINREP_3_0,,Provisions
,F_20_02_REF_FINREP_3_0:NN_FNNCL_ASST:Share capital repayable on demand,,NN_FNNCL_ASST:Share capital repayable on demand:NN_FNNCL_ASST,NN_FNNCL_ASST:TYP_ACCNTNG_ITM_730:Share capital repayable on demand:NN_FNNCL_ASST,,,,,NN_FNNCL_ASST,F_20_02_REF_FINREP_3_0,,Share capital repayable on demand
,F_20_02_REF_FINREP_3_0:NN_FNNCL_ASST:Tax liabilities,,NN_FNNCL_ASST:Tax liabilities:NN_FNNCL_ASST,NN_FNNCL_ASST:TYP_ACCNTNG_ITM_721:Tax liabilities:NN_FNNCL_ASST,,,,,NN_FNNCL_ASST,F_20_02_REF_FINREP_3_0,,Tax liabilities
,F_20_02_REF_FINREP_3_0:NN_FNNCL_LBLTY:Other financial liabilities,,NN_FNNCL_LBLTY:Other financial liabilities:NN_FNNCL_LBLTY,NN_FNNCL_LBLTY:TYP_INSTRMNT_670:Other financial liabilities:NN_FNNCL_LBLTY,,,,,NN_FNNCL_LBLTY,F_20_02_REF_FINREP_3_0,,Other financial liabilities
,F_20_04_REF_FINREP_3_0:CLLTRL:Other loans,,INSTRMNT:Other loans:CLLTRL,INSTRMNT:TYP_INSTRMNT_251:Other loans:CLLTRL,,,,,CLLTRL,F_20_04_REF_FINREP_3_0,,Other loans
,F_20_04_REF_FINREP_3_0:CRDT_FCLTY:On demand and short notice,,INSTRMNT:On demand and short notice:CRDT_FCLTY,INSTRMNT:TYP_INSTRMNT_1000:On demand and short notice:CRDT_FCLTY,,,,,CRDT_FCLTY,F_20_04_REF_FINREP_3_0,,On demand and short notice
,F_20_04_REF_FINREP_3_0:CRDT_FCLTY:Other loans,,INSTRMNT:Other loans:CRDT_FCLTY,INSTRMNT:TYP_INSTRMNT_251:Other loans:CRDT_FCLTY,,,,,CRDT_FCLTY,F_20_04_REF_FINREP_3_0,,Other loans
,F_20_04_REF_FINREP_3_0:INSTRMNT:On demand and short notice,,INSTRMNT:On demand and short notice:INSTRMNT,INSTRMNT:TYP_INSTRMNT_1000:On demand and short notice:INSTRMNT,,,,,INSTRMNT,F_20_04_REF_FINREP_3_0,,On demand and short notice
,F_20_04_REF_FINREP_3_0:INSTRMNT:Other loans,,INSTRMNT:Other loans:INSTRMNT,INSTRMNT:TYP_INSTRMNT_251:Other loans:INSTRMNT,,,,,INSTRMNT,F_20_04_REF_FINREP_3_0,,Other loans
,F_20_04_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:On demand and short notice,,INSTRMNT:On demand and short notice:INSTRMNT_ENTTY_RL_ASSGNMNT,INSTRMNT:TYP_INSTRMNT_1000:On demand and short notice:INSTRMNT_ENTTY_RL_ASSGNMNT,,,,,INSTRMNT_ENTTY_RL_ASSGNMNT,F_20_04_REF_FINREP_3_0,,On demand and short notice
,F_20_04_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Other loans,,INSTRMNT:Other loans:INSTRMNT_ENTTY_RL_ASSGNMNT,INSTRMNT:TYP_INSTRMNT_251:Other loans:INSTRMNT_ENTTY_RL_ASSGNMNT,,,,,INSTRMNT_ENTTY_RL_ASSGNMNT,F_20_04_REF_FINREP_3_0,,Other loans
,F_20_04_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice,,INSTRMNT:On demand and short notice:INSTRMNT_RL,INSTRMNT:TYP_INSTRMNT_1000:On demand and short notice:INSTRMNT_RL,,,,,INSTRMNT_RL,F_20_04_REF_FINREP_3_0,,On demand and short notice
,F_20_04_REF_FINREP_3_0:INSTRMNT_RL:Other loans,,INSTRMNT:Other loans:INSTRMNT_RL,INSTRMNT:TYP_INSTRMNT_251:Other loans:INSTRMNT_RL,,,,,INSTRMNT_RL,F_20_04_REF_FINREP_3_0,,Other loans
,F_20_04_REF_FINREP_3_0:PRTY:Non Negotiable bonds,,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Non Negotiable bonds:PRTY,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:TYP_INSTRMNT_251:Non Negotiable bonds:PRTY,,,,,PRTY,F_20_04_REF_FINREP_3_0,,Non Negotiable bonds
,F_20_04_REF_FINREP_3_0:PRTY:On demand and short notice,,INSTRMNT:On demand and short notice:PRTY,INSTRMNT:TYP_INSTRMNT_1000:On demand and short notice:PRTY,,,,,PRTY,F_20_04_REF_FINREP_3_0,,On demand and short notice
,F_20_04_REF_FINREP_3_0:PRTY:Other loans,,INSTRMNT:Other loans:PRTY,INSTRMNT:TYP_INSTRMNT_251:Other loans:PRTY,,,,,PRTY,F_20_04_REF_FINREP_3_0,,Other loans
,F_20_04_REF_FINREP_3_0:SCRTY_EXCHNG_TRDBL_DRVTV:Non Negotiable bonds,,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Non Negotiable bonds:SCRTY_EXCHNG_TRDBL_DRVTV,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:TYP_INSTRMNT_251:Non Negotiable bonds:SCRTY_EXCHNG_TRDBL_DRVTV,,,,,SCRTY_EXCHNG_TRDBL_DRVTV,F_20_04_REF_FINREP_3_0,,Non Negotiable bonds
,F_20_04_REF_FINREP_3_0:SCRTY_EXCHNG_TRDBL_DRVTV:Other loans,,INSTRMNT:Other loans:SCRTY_EXCHNG_TRDBL_DRVTV,INSTRMNT:TYP_INSTRMNT_251:Other loans:SCRTY_EXCHNG_TRDBL_DRVTV,,,,,SCRTY_EXCHNG_TRDBL_DRVTV,F_20_04_REF_FINREP_3_0,,Other loans
,F_20_05_a_REF_FINREP_3_0:CRDT_FCLTY:Financial guarantees given,,CRDT_FCLTY:Financial guarantees given:CRDT_FCLTY,CRDT_FCLTY:TYP_INSTRMNT_920:Financial guarantees given:CRDT_FCLTY,,,,,CRDT_FCLTY,F_20_05_a_REF_FINREP_3_0,,Financial guarantees given
,F_20_06_REF_FINREP_3_0:INSTRMNT:Deposits,,INSTRMNT:Deposits:INSTRMNT,INSTRMNT:TYP_INSTRMNT_549:Deposits:INSTRMNT,,,,,INSTRMNT,F_20_06_REF_FINREP_3_0,,Deposits
,F_20_06_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Deposits,,INSTRMNT:Deposits:INSTRMNT_ENTTY_RL_ASSGNMNT,INSTRMNT:TYP_INSTRMNT_549:Deposits:INSTRMNT_ENTTY_RL_ASSGNMNT,,,,,INSTRMNT_ENTTY_RL_ASSGNMNT,F_20_06_REF_FINREP_3_0,,Deposits
,F_20_06_REF_FINREP_3_0:INSTRMNT_RL:Deposits,,INSTRMNT:Deposits:INSTRMNT_RL,INSTRMNT:TYP_INSTRMNT_549:Deposits:INSTRMNT_RL,,,,,INSTRMNT_RL,F_20_06_REF_FINREP_3_0,,Deposits
,F_20_06_REF_FINREP_3_0:PRTY:Deposits,,INSTRMNT:Deposits:PRTY,INSTRMNT:TYP_INSTRMNT_549:Deposits:PRTY,,,,,PRTY,F_20_06_REF_FINREP_3_0,,Deposits
,F_20_07_1_REF_FINREP_3_0:CRDT_FCLTY:Other loans,,INSTRMNT:Other loans:CRDT_FCLTY,INSTRMNT:TYP_INSTRMNT_251:Other loans:CRDT_FCLTY,,,,,CRDT_FCLTY,F_20_07_1_REF_FINREP_3_0,,Other loans
,F_20_07_1_REF_FINREP_3_0:INSTRMNT:Other loans,,INSTRMNT:Other loans:INSTRMNT,INSTRMNT:TYP_INSTRMNT_251:Other loans:INSTRMNT,,,,,INSTRMNT,F_20_07_1_REF_FINREP_3_0,,Other loans
,F_20_07_1_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Other loans,,INSTRMNT:Other loans:INSTRMNT_ENTTY_RL_ASSGNMNT,INSTRMNT:TYP_INSTRMNT_251:Other loans:INSTRMNT_ENTTY_RL_ASSGNMNT,,,,,INSTRMNT_ENTTY_RL_ASSGNMNT,F_20_07_1_REF_FINREP_3_0,,Other loans
,F_20_07_1_REF_FINREP_3_0:INSTRMNT_RL:Other loans,,INSTRMNT:Other loans:INSTRMNT_RL,INSTRMNT:TYP_INSTRMNT_251:Other loans:INSTRMNT_RL,,,,,INSTRMNT_RL,F_20_07_1_REF_FINREP_3_0,,Other loans
,F_20_07_1_REF_FINREP_3_0:PRTY:Non Negotiable bonds,,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Non Negotiable bonds:PRTY,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:TYP_INSTRMNT_251:Non Negotiable bonds:PRTY,,,,,PRTY,F_20_07_1_REF_FINREP_3_0,,Non Negotiable bonds
,F_20_07_1_REF_FINREP_3_0:PRTY:Other loans,,INSTRMNT:Other loans:PRTY,INSTRMNT:TYP_INSTRMNT_251:Other loans:PRTY,,,,,PRTY,F_20_07_1_REF_FINREP_3_0,,Other loans
,F_20_07_1_REF_FINREP_3_0:SCRTY_EXCHNG_TRDBL_DRVTV:Non Negotiable bonds,,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Non Negotiable bonds:SCRTY_EXCHNG_TRDBL_DRVTV,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:TYP_INSTRMNT_251:Non Negotiable bonds:SCRTY_EXCHNG_TRDBL_DRVTV,,,,,SCRTY_EXCHNG_TRDBL_DRVTV,F_20_07_1_REF_FINREP_3_0,,Non Negotiable bonds
,F_20_07_1_REF_FINREP_3_0:SCRTY_EXCHNG_TRDBL_DRVTV:Other loans,,INSTRMNT:Other loans:SCRTY_EXCHNG_TRDBL_DRVTV,INSTRMNT:TYP_INSTRMNT_251:Other loans:SCRTY_EXCHNG_TRDBL_DRVTV,,,,,SCRTY_EXCHNG_TRDBL_DRVTV,F_20_07_1_REF_FINREP_3_0,,Other loans
,F_21_00_REF_FINREP_3_0:NN_FNNCL_ASST:Intangible assets other than Goodwill,,NN_FNNCL_ASST:Intangible assets other than Goodwill:NN_FNNCL_ASST,NN_FNNCL_ASST:TYP_ACCNTNG_ITM_430:Intangible assets other than Goodwill:NN_FNNCL_ASST,,,,,NN_FNNCL_ASST,F_21_00_REF_FINREP_3_0,,Intangible assets other than Goodwill
,F_31_01_REF_FINREP_3_0:CLLTRL:Other loans,,INSTRMNT:Other loans:CLLTRL,INSTRMNT:TYP_INSTRMNT_251:Other loans:CLLTRL,,,,,CLLTRL,F_31_01_REF_FINREP_3_0,,Other loans
,F_31_01_REF_FINREP_3_0:CRDT_FCLTY:Deposits,,INSTRMNT:Deposits:CRDT_FCLTY,INSTRMNT:TYP_INSTRMNT_549:Deposits:CRDT_FCLTY,,,,,CRDT_FCLTY,F_31_01_REF_FINREP_3_0,,Deposits
,F_31_01_REF_FINREP_3_0:CRDT_FCLTY:Other loans,,INSTRMNT:Other loans:CRDT_FCLTY,INSTRMNT:TYP_INSTRMNT_251:Other loans:CRDT_FCLTY,,,,,CRDT_FCLTY,F_31_01_REF_FINREP_3_0,,Other loans
,F_31_01_REF_FINREP_3_0:INSTRMNT:Deposits,,INSTRMNT:Deposits:INSTRMNT,INSTRMNT:TYP_INSTRMNT_549:Deposits:INSTRMNT,,,,,INSTRMNT,F_31_01_REF_FINREP_3_0,,Deposits
,F_31_01_REF_FINREP_3_0:INSTRMNT:Other loans,,INSTRMNT:Other loans:INSTRMNT,INSTRMNT:TYP_INSTRMNT_251:Other loans:INSTRMNT,,,,,INSTRMNT,F_31_01_REF_FINREP_3_0,,Other loans
,F_31_01_REF_FINREP_3_0:INSTRMNT_RL:Deposits,,INSTRMNT:Deposits:INSTRMNT_RL,INSTRMNT:TYP_INSTRMNT_549:Deposits:INSTRMNT_RL,,,,,INSTRMNT_RL,F_31_01_REF_FINREP_3_0,,Deposits
,F_31_01_REF_FINREP_3_0:INSTRMNT_RL:Other loans,,INSTRMNT:Other loans:INSTRMNT_RL,INSTRMNT:TYP_INSTRMNT_251:Other loans:INSTRMNT_RL,,,,,INSTRMNT_RL,F_31_01_REF_FINREP_3_0,,Other loans
,F_31_01_REF_FINREP_3_0:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT:Non Negotiable bonds,,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Non Negotiable bonds:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:TYP_INSTRMNT_251:Non Negotiable bonds:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT,,,,,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT,F_31_01_REF_FINREP_3_0,,Non Negotiable bonds
,F_31_01_REF_FINREP_3_0:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Non Negotiable bonds,,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Non Negotiable bonds:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:TYP_INSTRMNT_251:Non Negotiable bonds:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT,,,,,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT,F_31_01_REF_FINREP_3_0,,Non Negotiable bonds
,F_31_01_REF_FINREP_3_0:NN_FNNCL_ASST:Provisions,,NN_FNNCL_ASST:Provisions:NN_FNNCL_ASST,NN_FNNCL_ASST:TYP_ACCNTNG_ITM_700:Provisions:NN_FNNCL_ASST,,,,,NN_FNNCL_ASST,F_31_01_REF_FINREP_3_0,,Provisions
,F_31_01_REF_FINREP_3_0:SCRTY_EXCHNG_TRDBL_DRVTV:Non Negotiable bonds,,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Non Negotiable bonds:SCRTY_EXCHNG_TRDBL_DRVTV,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:TYP_INSTRMNT_251:Non Negotiable bonds:SCRTY_EXCHNG_TRDBL_DRVTV,,,,,SCRTY_EXCHNG_TRDBL_DRVTV,F_31_01_REF_FINREP_3_0,,Non Negotiable bonds
,F_31_01_REF_FINREP_3_0:SCRTY_EXCHNG_TRDBL_DRVTV:Other loans,,INSTRMNT:Other loans:SCRTY_EXCHNG_TRDBL_DRVTV,INSTRMNT:TYP_INSTRMNT_251:Other loans:SCRTY_EXCHNG_TRDBL_DRVTV,,,,,SCRTY_EXCHNG_TRDBL_DRVTV,F_31_01_REF_FINREP_3_0,,Other loans
,F_31_01_REF_FINREP_3_0:SCRTY_PSTN:Non Negotiable bonds,,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Non Negotiable bonds:SCRTY_PSTN,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:TYP_INSTRMNT_251:Non Negotiable bonds:SCRTY_PSTN,,,,,SCRTY_PSTN,F_31_01_REF_FINREP_3_0,,Non Negotiable bonds
,F_41_01_REF_FINREP_3_0:INSTRMNT:Deposits,,INSTRMNT:Deposits:INSTRMNT,INSTRMNT:TYP_INSTRMNT_549:Deposits:INSTRMNT,,,,,INSTRMNT,F_41_01_REF_FINREP_3_0,,Deposits
,F_41_01_REF_FINREP_3_0:INSTRMNT:Other loans,,INSTRMNT:Other loans:INSTRMNT,INSTRMNT:TYP_INSTRMNT_251:Other loans:INSTRMNT,,,,,INSTRMNT,F_41_01_REF_FINREP_3_0,,Other loans
,F_41_01_REF_FINREP_3_0:INSTRMNT_RL:Deposits,,INSTRMNT:Deposits:INSTRMNT_RL,INSTRMNT:TYP_INSTRMNT_549:Deposits:INSTRMNT_RL,,,,,INSTRMNT_RL,F_41_01_REF_FINREP_3_0,,Deposits
,F_41_01_REF_FINREP_3_0:INSTRMNT_RL:Other loans,,INSTRMNT:Other loans:INSTRMNT_RL,INSTRMNT:TYP_INSTRMNT_251:Other loans:INSTRMNT_RL,,,,,INSTRMNT_RL,F_41_01_REF_FINREP_3_0,,Other loans
,F_41_01_REF_FINREP_3_0:SCRTY_EXCHNG_TRDBL_DRVTV:Non Negotiable bonds,,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Non Negotiable bonds:SCRTY_EXCHNG_TRDBL_DRVTV,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:TYP_INSTRMNT_251:Non Negotiable bonds:SCRTY_EXCHNG_TRDBL_DRVTV,,,,,SCRTY_EXCHNG_TRDBL_DRVTV,F_41_01_REF_FINREP_3_0,,Non Negotiable bonds
,F_41_01_REF_FINREP_3_0:SCRTY_EXCHNG_TRDBL_DRVTV:Other loans,,INSTRMNT:Other loans:SCRTY_EXCHNG_TRDBL_DRVTV,INSTRMNT:TYP_INSTRMNT_251:Other loans:SCRTY_EXCHNG_TRDBL_DRVTV,,,,,SCRTY_EXCHNG_TRDBL_DRVTV,F_41_01_REF_FINREP_3_0,,Other loans
,F_41_02_REF_FINREP_3_0:CLLTRL:Other loans,,INSTRMNT:Other loans:CLLTRL,INSTRMNT:TYP_INSTRMNT_251:Other loans:CLLTRL,,,,,CLLTRL,F_41_02_REF_FINREP_3_0,,Other loans
,F_41_02_REF_FINREP_3_0:INSTRMNT:Deposits,,INSTRMNT:Deposits:INSTRMNT,INSTRMNT:TYP_INSTRMNT_549:Deposits:INSTRMNT,,,,,INSTRMNT,F_41_02_REF_FINREP_3_0,,Deposits
,F_41_02_REF_FINREP_3_0:INSTRMNT:Other loans,,INSTRMNT:Other loans:INSTRMNT,INSTRMNT:TYP_INSTRMNT_251:Other loans:INSTRMNT,,,,,INSTRMNT,F_41_02_REF_FINREP_3_0,,Other loans
,F_41_02_REF_FINREP_3_0:INSTRMNT_RL:Deposits,,INSTRMNT:Deposits:INSTRMNT_RL,INSTRMNT:TYP_INSTRMNT_549:Deposits:INSTRMNT_RL,,,,,INSTRMNT_RL,F_41_02_REF_FINREP_3_0,,Deposits
,F_41_02_REF_FINREP_3_0:INSTRMNT_RL:Other loans,,INSTRMNT:Other loans:INSTRMNT_RL,INSTRMNT:TYP_INSTRMNT_251:Other loans:INSTRMNT_RL,,,,,INSTRMNT_RL,F_41_02_REF_FINREP_3_0,,Other loans
,F_41_02_REF_FINREP_3_0:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Non Negotiable bonds,,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Non Negotiable bonds:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:TYP_INSTRMNT_251:Non Negotiable bonds:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT,,,,,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT,F_41_02_REF_FINREP_3_0,,Non Negotiable bonds
,F_41_02_REF_FINREP_3_0:NN_FNNCL_LBLTY:Other financial liabilities,,NN_FNNCL_LBLTY:Other financial liabilities:NN_FNNCL_LBLTY,NN_FNNCL_LBLTY:TYP_INSTRMNT_670:Other financial liabilities:NN_FNNCL_LBLTY,,,,,NN_FNNCL_LBLTY,F_41_02_REF_FINREP_3_0,,Other financial liabilities
,F_41_02_REF_FINREP_3_0:SCRTY_EXCHNG_TRDBL_DRVTV:Non Negotiable bonds,,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Non Negotiable bonds:SCRTY_EXCHNG_TRDBL_DRVTV,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:TYP_INSTRMNT_251:Non Negotiable bonds:SCRTY_EXCHNG_TRDBL_DRVTV,,,,,SCRTY_EXCHNG_TRDBL_DRVTV,F_41_02_REF_FINREP_3_0,,Non Negotiable bonds
,F_41_02_REF_FINREP_3_0:SCRTY_EXCHNG_TRDBL_DRVTV:Other loans,,INSTRMNT:Other loans:SCRTY_EXCHNG_TRDBL_DRVTV,INSTRMNT:TYP_INSTRMNT_251:Other loans:SCRTY_EXCHNG_TRDBL_DRVTV,,,,,SCRTY_EXCHNG_TRDBL_DRVTV,F_41_02_REF_FINREP_3_0,,Other loans
,F_41_02_REF_FINREP_3_0:SCRTY_PSTN:Non Negotiable bonds,,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Non Negotiable bonds:SCRTY_PSTN,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:TYP_INSTRMNT_251:Non Negotiable bonds:SCRTY_PSTN,,,,,SCRTY_PSTN,F_41_02_REF_FINREP_3_0,,Non Negotiable bonds
