ID,MEMBER_HIERARCHY_ID,MEMBER_ID,LEVEL,PARENT_MEMBER_ID,COMPARATOR,OPERATOR,VALID_FROM,VALID_TO
110243,EBA_NC50,EBA_NC_EBA_N81_21,5,EBA_NC_EBA_N81_2,,,,
110244,EBA_NC50,EBA_NC_EBA_J59_14,5,EBA_NC_EBA_J59_1,,,,
110245,EBA_NC50,EBA_NC_EBA_N82_19,5,EBA_NC_EBA_N82_1,,,,
110246,EBA_NC50,EBA_NC_EBA_J59_12,5,EBA_NC_EBA_J59_1,,,,
110247,EBA_NC50,EBA_NC_EBA_G47_53,5,EBA_NC_EBA_G47_5,,,,
110248,EBA_NC50,EBA_NC_EBA_J58_29,5,EBA_NC_EBA_J58_2,,,,
110249,EBA_NC50,EBA_NC_EBA_J58_11,5,EBA_NC_EBA_J58_1,,,,
110250,EBA_NC50,EBA_NC_EBA_J58_12,5,EBA_NC_EBA_J58_1,,,,
110251,EBA_NC50,EBA_NC_EBA_J58_13,5,EBA_NC_EBA_J58_1,,,,
110252,EBA_NC50,EBA_NC_EBA_J58_14,5,EBA_NC_EBA_J58_1,,,,
110253,EBA_NC50,EBA_NC_EBA_J58_21,5,EBA_NC_EBA_J58_2,,,,
110254,EBA_NC50,EBA_NC_EBA_J58_19,5,EBA_NC_EBA_J58_1,,,,
110255,EBA_NC50,EBA_NC_EBA_J59_13,5,EBA_NC_EBA_J59_1,,,,
110256,EBA_NC50,EBA_NC_EBA_C28_15,5,EBA_NC_EBA_C28_1,,,,
110257,EBA_NC50,EBA_NC_EBA_J63_99,5,EBA_NC_EBA_J63_9,,,,
110258,EBA_NC50,EBA_NC_EBA_J63_91,5,EBA_NC_EBA_J63_9,,,,
110259,EBA_NC50,EBA_NC_EBA_S96_04,5,EBA_NC_EBA_S96_01,,,,
110260,EBA_NC50,EBA_NC_EBA_G47_43,5,EBA_NC_EBA_G47_4,,,,
110261,EBA_NC50,EBA_NC_EBA_J63_12,5,EBA_NC_EBA_J63_1,,,,
110262,EBA_NC50,EBA_NC_EBA_N82_99,5,EBA_NC_EBA_N82_9,,,,
110263,EBA_NC50,EBA_NC_EBA_G47_54,5,EBA_NC_EBA_G47_5,,,,
110264,EBA_NC50,EBA_NC_EBA_J63_11,5,EBA_NC_EBA_J63_1,,,,
110265,EBA_NC50,EBA_NC_EBA_K65_12,5,EBA_NC_EBA_K65_1,,,,
110266,EBA_NC50,EBA_NC_EBA_N82_92,5,EBA_NC_EBA_N82_9,,,,
110267,EBA_NC50,EBA_NC_EBA_J62_09,5,EBA_NC_EBA_T98_1,,,,
110268,EBA_NC50,EBA_NC_EBA_G47_51,5,EBA_NC_EBA_G47_5,,,,
110269,EBA_NC50,EBA_NC_EBA_J62_03,5,EBA_NC_EBA_T98_1,,,,
110270,EBA_NC50,EBA_NC_EBA_N82_91,5,EBA_NC_EBA_N82_9,,,,
110271,EBA_NC50,EBA_NC_EBA_J62_02,5,EBA_NC_EBA_T98_1,,,,
110272,EBA_NC50,EBA_NC_EBA_G47_52,5,EBA_NC_EBA_G47_5,,,,
110273,EBA_NC50,EBA_NC_EBA_S96_09,5,EBA_NC_EBA_S96_01,,,,
110274,EBA_NC50,EBA_NC_EBA_R93_13,5,EBA_NC_EBA_R93_1,,,,
110275,EBA_NC50,EBA_NC_EBA_M70_22,5,EBA_NC_EBA_M70_2,,,,
110276,EBA_NC50,EBA_NC_EBA_G47_64,5,EBA_NC_EBA_G47_6,,,,
110277,EBA_NC50,EBA_NC_EBA_M70_21,5,EBA_NC_EBA_M70_2,,,,
110278,EBA_NC50,EBA_NC_EBA_R93_12,5,EBA_NC_EBA_R93_1,,,,
110279,EBA_NC50,EBA_NC_EBA_G47_63,5,EBA_NC_EBA_G47_6,,,,
110280,EBA_NC50,EBA_NC_EBA_D35_13,5,EBA_NC_EBA_D35_1,,,,
110281,EBA_NC50,EBA_NC_EBA_Q86_21,5,EBA_NC_EBA_Q86_2,,,,
110282,EBA_NC50,EBA_NC_EBA_G46_71,5,EBA_NC_EBA_G46_7,,,,
110283,EBA_NC50,EBA_NC_EBA_M71_11,5,EBA_NC_EBA_M71_1,,,,
110284,EBA_NC50,EBA_NC_EBA_G47_61,5,EBA_NC_EBA_G47_6,,,,
110285,EBA_NC50,EBA_NC_EBA_G46_72,5,EBA_NC_EBA_G46_7,,,,
110286,EBA_NC50,EBA_NC_EBA_Q86_23,5,EBA_NC_EBA_Q86_2,,,,
110287,EBA_NC50,EBA_NC_EBA_R93_19,5,EBA_NC_EBA_R93_1,,,,
110288,EBA_NC50,EBA_NC_EBA_D35_14,5,EBA_NC_EBA_D35_1,,,,
110289,EBA_NC50,EBA_NC_EBA_Q86_22,5,EBA_NC_EBA_Q86_2,,,,
110290,EBA_NC50,EBA_NC_EBA_G46_74,5,EBA_NC_EBA_G46_7,,,,
110291,EBA_NC50,EBA_NC_EBA_G47_62,5,EBA_NC_EBA_G47_6,,,,
110292,EBA_NC50,EBA_NC_EBA_G47_72,5,EBA_NC_EBA_G47_7,,,,
110293,EBA_NC50,EBA_NC_EBA_G47_76,5,EBA_NC_EBA_G47_7,,,,
110294,EBA_NC50,EBA_NC_EBA_G47_75,5,EBA_NC_EBA_G47_7,,,,
110295,EBA_NC50,EBA_NC_EBA_G46_63,5,EBA_NC_EBA_G46_6,,,,
110296,EBA_NC50,EBA_NC_EBA_M72_11,5,EBA_NC_EBA_M72_1,,,,
110297,EBA_NC50,EBA_NC_EBA_C33_14,5,EBA_NC_EBA_C33_1,,,,
110298,EBA_NC50,EBA_NC_EBA_R91_04,5,EBA_NC_EBA_R91_01,,,,
110299,EBA_NC50,EBA_NC_EBA_G47_74,5,EBA_NC_EBA_G47_7,,,,
110300,EBA_NC50,EBA_NC_EBA_G46_69,5,EBA_NC_EBA_G46_6,,,,
110301,EBA_NC50,EBA_NC_EBA_G47_73,5,EBA_NC_EBA_G47_7,,,,
110302,EBA_NC50,EBA_NC_EBA_G47_65,5,EBA_NC_EBA_G47_6,,,,
110303,EBA_NC50,EBA_NC_EBA_D35_12,5,EBA_NC_EBA_D35_1,,,,
110304,EBA_NC50,EBA_NC_EBA_G46_65,5,EBA_NC_EBA_G46_6,,,,
110305,EBA_NC50,EBA_NC_EBA_R93_11,5,EBA_NC_EBA_R93_1,,,,
110306,EBA_NC50,EBA_NC_EBA_G47_71,5,EBA_NC_EBA_G47_7,,,,
110307,EBA_NC50,EBA_NC_EBA_M71_12,5,EBA_NC_EBA_M71_1,,,,
110308,EBA_NC50,EBA_NC_EBA_G46_66,5,EBA_NC_EBA_G46_6,,,,
110309,EBA_NC50,EBA_NC_EBA_R93_21,5,EBA_NC_EBA_R93_2,,,,
110310,EBA_NC50,EBA_NC_EBA_G46_64,5,EBA_NC_EBA_G46_6,,,,
110311,EBA_NC50,EBA_NC_EBA_K66_22,5,EBA_NC_EBA_K66_2,,,,
