AXIS_ID,CODE,ORIENTATION,ORDER,NAME,DESCRIPTION,TABLE_ID,IS_OPEN_AXIS
EBA_FINREP_EBA_F_02_00_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_02_00_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_02_00_FINREP_2_9_1,,X,,EBA_FINREP_EBA_F_02_00_FINREP_2_9_1,,,
EBA_FINREP_EBA_F_02_00_FINREP_2_9_2,,Y,,EBA_FINREP_EBA_F_02_00_FINREP_2_9_2,,,
EBA_FINREP_EBA_F_02_00_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_02_00_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_02_00_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_02_00_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_03_00_FINREP_2015-A_1,,X,,EBA_FINREP_EBA_F_03_00_FINREP_2015-A_1,,,
EBA_FINREP_EBA_F_03_00_FINREP_2015-A_2,,Y,,EBA_FINREP_EBA_F_03_00_FINREP_2015-A_2,,,
EBA_FINREP_EBA_F_03_00_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_03_00_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_03_00_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_03_00_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_03_00_FINREP_2_8_1,,X,,EBA_FINREP_EBA_F_03_00_FINREP_2_8_1,,,
EBA_FINREP_EBA_F_03_00_FINREP_2_8_2,,Y,,EBA_FINREP_EBA_F_03_00_FINREP_2_8_2,,,
EBA_FINREP_EBA_F_03_00_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_03_00_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_03_00_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_03_00_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_04_01_FINREP_1,,X,,EBA_FINREP_EBA_F_04_01_FINREP_1,,,
EBA_FINREP_EBA_F_04_01_FINREP_2,,Y,,EBA_FINREP_EBA_F_04_01_FINREP_2,,,
EBA_FINREP_EBA_F_04_01_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_04_01_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_04_01_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_04_01_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_04_01_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_04_01_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_04_01_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_04_01_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_04_02_1_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_04_02_1_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_04_02_1_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_04_02_1_FINREP_2017-A_3,,,
EBA_FINREP_EBA_F_04_02_1_FINREP_3_0-Ind_2,,X,,EBA_FINREP_EBA_F_04_02_1_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_04_02_1_FINREP_3_0-Ind_3,,Y,,EBA_FINREP_EBA_F_04_02_1_FINREP_3_0-Ind_3,,,
EBA_FINREP_EBA_F_04_02_2_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_04_02_2_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_04_02_2_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_04_02_2_FINREP_2017-A_3,,,
EBA_FINREP_EBA_F_04_02_2_FINREP_3_0-Ind_2,,X,,EBA_FINREP_EBA_F_04_02_2_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_04_02_2_FINREP_3_0-Ind_3,,Y,,EBA_FINREP_EBA_F_04_02_2_FINREP_3_0-Ind_3,,,
EBA_FINREP_EBA_F_04_02_FINREP_1,,X,,EBA_FINREP_EBA_F_04_02_FINREP_1,,,
EBA_FINREP_EBA_F_04_02_FINREP_2,,Y,,EBA_FINREP_EBA_F_04_02_FINREP_2,,,
EBA_FINREP_EBA_F_04_03_1_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_04_03_1_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_04_03_1_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_04_03_1_FINREP_2017-A_3,,,
EBA_FINREP_EBA_F_04_03_1_FINREP_2_9_2,,X,,EBA_FINREP_EBA_F_04_03_1_FINREP_2_9_2,,,
EBA_FINREP_EBA_F_04_03_1_FINREP_2_9_3,,Y,,EBA_FINREP_EBA_F_04_03_1_FINREP_2_9_3,,,
EBA_FINREP_EBA_F_04_03_1_FINREP_3_0-Ind_2,,X,,EBA_FINREP_EBA_F_04_03_1_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_04_03_1_FINREP_3_0-Ind_3,,Y,,EBA_FINREP_EBA_F_04_03_1_FINREP_3_0-Ind_3,,,
EBA_FINREP_EBA_F_04_03_FINREP_1,,X,,EBA_FINREP_EBA_F_04_03_FINREP_1,,,
EBA_FINREP_EBA_F_04_03_FINREP_2,,Y,,EBA_FINREP_EBA_F_04_03_FINREP_2,,,
EBA_FINREP_EBA_F_04_04_1_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_04_04_1_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_04_04_1_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_04_04_1_FINREP_2017-A_3,,,
EBA_FINREP_EBA_F_04_04_1_FINREP_2_9_2,,X,,EBA_FINREP_EBA_F_04_04_1_FINREP_2_9_2,,,
EBA_FINREP_EBA_F_04_04_1_FINREP_2_9_3,,Y,,EBA_FINREP_EBA_F_04_04_1_FINREP_2_9_3,,,
EBA_FINREP_EBA_F_04_04_1_FINREP_3_0-Ind_2,,X,,EBA_FINREP_EBA_F_04_04_1_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_04_04_1_FINREP_3_0-Ind_3,,Y,,EBA_FINREP_EBA_F_04_04_1_FINREP_3_0-Ind_3,,,
EBA_FINREP_EBA_F_04_04_FINREP_2015-A_1,,X,,EBA_FINREP_EBA_F_04_04_FINREP_2015-A_1,,,
EBA_FINREP_EBA_F_04_04_FINREP_2015-A_2,,Y,,EBA_FINREP_EBA_F_04_04_FINREP_2015-A_2,,,
EBA_FINREP_EBA_F_04_05_FINREP_1,,X,,EBA_FINREP_EBA_F_04_05_FINREP_1,,,
EBA_FINREP_EBA_F_04_05_FINREP_2,,Y,,EBA_FINREP_EBA_F_04_05_FINREP_2,,,
EBA_FINREP_EBA_F_04_05_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_04_05_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_04_05_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_04_05_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_04_05_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_04_05_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_04_05_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_04_05_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_04_06_FINREP_1,,X,,EBA_FINREP_EBA_F_04_06_FINREP_1,,,
EBA_FINREP_EBA_F_04_06_FINREP_2,,Y,,EBA_FINREP_EBA_F_04_06_FINREP_2,,,
EBA_FINREP_EBA_F_04_06_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_04_06_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_04_06_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_04_06_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_04_06_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_04_06_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_04_06_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_04_06_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_04_07_FINREP_1,,X,,EBA_FINREP_EBA_F_04_07_FINREP_1,,,
EBA_FINREP_EBA_F_04_07_FINREP_2,,Y,,EBA_FINREP_EBA_F_04_07_FINREP_2,,,
EBA_FINREP_EBA_F_04_07_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_04_07_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_04_07_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_04_07_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_04_07_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_04_07_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_04_07_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_04_07_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_04_08_FINREP_1,,X,,EBA_FINREP_EBA_F_04_08_FINREP_1,,,
EBA_FINREP_EBA_F_04_08_FINREP_2,,Y,,EBA_FINREP_EBA_F_04_08_FINREP_2,,,
EBA_FINREP_EBA_F_04_08_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_04_08_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_04_08_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_04_08_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_04_08_FINREP_2_9_1,,X,,EBA_FINREP_EBA_F_04_08_FINREP_2_9_1,,,
EBA_FINREP_EBA_F_04_08_FINREP_2_9_2,,Y,,EBA_FINREP_EBA_F_04_08_FINREP_2_9_2,,,
EBA_FINREP_EBA_F_04_08_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_04_08_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_04_08_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_04_08_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_04_09_FINREP_2016-A_1,,X,,EBA_FINREP_EBA_F_04_09_FINREP_2016-A_1,,,
EBA_FINREP_EBA_F_04_09_FINREP_2016-A_2,,Y,,EBA_FINREP_EBA_F_04_09_FINREP_2016-A_2,,,
EBA_FINREP_EBA_F_04_09_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_04_09_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_04_09_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_04_09_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_04_09_FINREP_2_9_1,,X,,EBA_FINREP_EBA_F_04_09_FINREP_2_9_1,,,
EBA_FINREP_EBA_F_04_09_FINREP_2_9_2,,Y,,EBA_FINREP_EBA_F_04_09_FINREP_2_9_2,,,
EBA_FINREP_EBA_F_04_09_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_04_09_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_04_09_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_04_09_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_04_10_FINREP_1,,X,,EBA_FINREP_EBA_F_04_10_FINREP_1,,,
EBA_FINREP_EBA_F_04_10_FINREP_2,,Y,,EBA_FINREP_EBA_F_04_10_FINREP_2,,,
EBA_FINREP_EBA_F_04_10_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_04_10_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_04_10_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_04_10_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_04_10_FINREP_2_9_1,,X,,EBA_FINREP_EBA_F_04_10_FINREP_2_9_1,,,
EBA_FINREP_EBA_F_04_10_FINREP_2_9_2,,Y,,EBA_FINREP_EBA_F_04_10_FINREP_2_9_2,,,
EBA_FINREP_EBA_F_04_10_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_04_10_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_04_10_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_04_10_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_05_00_FINREP_2015-A_1,,X,,EBA_FINREP_EBA_F_05_00_FINREP_2015-A_1,,,
EBA_FINREP_EBA_F_05_00_FINREP_2015-A_2,,Y,,EBA_FINREP_EBA_F_05_00_FINREP_2015-A_2,,,
EBA_FINREP_EBA_F_05_01_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_05_01_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_05_01_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_05_01_FINREP_2017-A_3,,,
EBA_FINREP_EBA_F_05_01_FINREP_2_8_2,,X,,EBA_FINREP_EBA_F_05_01_FINREP_2_8_2,,,
EBA_FINREP_EBA_F_05_01_FINREP_2_8_3,,Y,,EBA_FINREP_EBA_F_05_01_FINREP_2_8_3,,,
EBA_FINREP_EBA_F_05_01_FINREP_3_0-Ind_2,,X,,EBA_FINREP_EBA_F_05_01_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_05_01_FINREP_3_0-Ind_3,,Y,,EBA_FINREP_EBA_F_05_01_FINREP_3_0-Ind_3,,,
EBA_FINREP_EBA_F_06_00_FINREP_2016-A_1,,X,,EBA_FINREP_EBA_F_06_00_FINREP_2016-A_1,,,
EBA_FINREP_EBA_F_06_00_FINREP_2016-A_2,,Y,,EBA_FINREP_EBA_F_06_00_FINREP_2016-A_2,,,
EBA_FINREP_EBA_F_06_01_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_06_01_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_06_01_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_06_01_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_06_01_FINREP_2_9_1,,X,,EBA_FINREP_EBA_F_06_01_FINREP_2_9_1,,,
EBA_FINREP_EBA_F_06_01_FINREP_2_9_2,,Y,,EBA_FINREP_EBA_F_06_01_FINREP_2_9_2,,,
EBA_FINREP_EBA_F_06_01_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_06_01_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_06_01_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_06_01_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_07_00_FINREP_2015-A_1,,X,,EBA_FINREP_EBA_F_07_00_FINREP_2015-A_1,,,
EBA_FINREP_EBA_F_07_00_FINREP_2015-A_2,,Y,,EBA_FINREP_EBA_F_07_00_FINREP_2015-A_2,,,
EBA_FINREP_EBA_F_07_01_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_07_01_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_07_01_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_07_01_FINREP_2017-A_3,,,
EBA_FINREP_EBA_F_07_01_FINREP_2_8_2,,X,,EBA_FINREP_EBA_F_07_01_FINREP_2_8_2,,,
EBA_FINREP_EBA_F_07_01_FINREP_2_8_3,,Y,,EBA_FINREP_EBA_F_07_01_FINREP_2_8_3,,,
EBA_FINREP_EBA_F_07_01_FINREP_3_0-Ind_2,,X,,EBA_FINREP_EBA_F_07_01_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_07_01_FINREP_3_0-Ind_3,,Y,,EBA_FINREP_EBA_F_07_01_FINREP_3_0-Ind_3,,,
EBA_FINREP_EBA_F_07_02_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_07_02_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_07_02_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_07_02_FINREP_2017-A_3,,,
EBA_FINREP_EBA_F_07_02_FINREP_2_8_2,,X,,EBA_FINREP_EBA_F_07_02_FINREP_2_8_2,,,
EBA_FINREP_EBA_F_07_02_FINREP_2_8_3,,Y,,EBA_FINREP_EBA_F_07_02_FINREP_2_8_3,,,
EBA_FINREP_EBA_F_07_02_FINREP_3_0-Ind_2,,X,,EBA_FINREP_EBA_F_07_02_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_07_02_FINREP_3_0-Ind_3,,Y,,EBA_FINREP_EBA_F_07_02_FINREP_3_0-Ind_3,,,
EBA_FINREP_EBA_F_08_01_a_FINREP_2014-03_1,,X,,EBA_FINREP_EBA_F_08_01_a_FINREP_2014-03_1,,,
EBA_FINREP_EBA_F_08_01_a_FINREP_2014-03_2,,Y,,EBA_FINREP_EBA_F_08_01_a_FINREP_2014-03_2,,,
EBA_FINREP_EBA_F_08_01_a_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_08_01_a_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_08_01_a_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_08_01_a_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_08_01_a_FINREP_2_9_1,,X,,EBA_FINREP_EBA_F_08_01_a_FINREP_2_9_1,,,
EBA_FINREP_EBA_F_08_01_a_FINREP_2_9_2,,Y,,EBA_FINREP_EBA_F_08_01_a_FINREP_2_9_2,,,
EBA_FINREP_EBA_F_08_01_a_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_08_01_a_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_08_01_a_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_08_01_a_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_08_01_b_FINREP_2014-03_1,,X,,EBA_FINREP_EBA_F_08_01_b_FINREP_2014-03_1,,,
EBA_FINREP_EBA_F_08_01_b_FINREP_2014-03_2,,Y,,EBA_FINREP_EBA_F_08_01_b_FINREP_2014-03_2,,,
EBA_FINREP_EBA_F_08_01_b_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_08_01_b_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_08_01_b_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_08_01_b_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_08_01_b_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_08_01_b_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_08_01_b_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_08_01_b_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_08_02_FINREP_1,,X,,EBA_FINREP_EBA_F_08_02_FINREP_1,,,
EBA_FINREP_EBA_F_08_02_FINREP_2,,Y,,EBA_FINREP_EBA_F_08_02_FINREP_2,,,
EBA_FINREP_EBA_F_08_02_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_08_02_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_08_02_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_08_02_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_08_02_FINREP_2_8_1,,X,,EBA_FINREP_EBA_F_08_02_FINREP_2_8_1,,,
EBA_FINREP_EBA_F_08_02_FINREP_2_8_2,,Y,,EBA_FINREP_EBA_F_08_02_FINREP_2_8_2,,,
EBA_FINREP_EBA_F_08_02_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_08_02_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_08_02_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_08_02_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_09_01_1_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_09_01_1_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_09_01_1_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_09_01_1_FINREP_2017-A_3,,,
EBA_FINREP_EBA_F_09_01_1_FINREP_3_0-Ind_2,,X,,EBA_FINREP_EBA_F_09_01_1_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_09_01_1_FINREP_3_0-Ind_3,,Y,,EBA_FINREP_EBA_F_09_01_1_FINREP_3_0-Ind_3,,,
EBA_FINREP_EBA_F_09_01_FINREP_2015-A_1,,X,,EBA_FINREP_EBA_F_09_01_FINREP_2015-A_1,,,
EBA_FINREP_EBA_F_09_01_FINREP_2015-A_2,,Y,,EBA_FINREP_EBA_F_09_01_FINREP_2015-A_2,,,
EBA_FINREP_EBA_F_09_01_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_09_01_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_09_01_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_09_01_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_09_01_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_09_01_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_09_01_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_09_01_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_09_02_FINREP_1,,X,,EBA_FINREP_EBA_F_09_02_FINREP_1,,,
EBA_FINREP_EBA_F_09_02_FINREP_2,,Y,,EBA_FINREP_EBA_F_09_02_FINREP_2,,,
EBA_FINREP_EBA_F_09_02_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_09_02_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_09_02_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_09_02_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_09_02_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_09_02_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_09_02_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_09_02_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_10_00_FINREP_2016-A_1,,X,,EBA_FINREP_EBA_F_10_00_FINREP_2016-A_1,,,
EBA_FINREP_EBA_F_10_00_FINREP_2016-A_2,,Y,,EBA_FINREP_EBA_F_10_00_FINREP_2016-A_2,,,
EBA_FINREP_EBA_F_10_00_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_10_00_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_10_00_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_10_00_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_10_00_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_10_00_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_10_00_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_10_00_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_11_01_FINREP_1,,X,,EBA_FINREP_EBA_F_11_01_FINREP_1,,,
EBA_FINREP_EBA_F_11_01_FINREP_2,,Y,,EBA_FINREP_EBA_F_11_01_FINREP_2,,,
EBA_FINREP_EBA_F_11_01_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_11_01_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_11_01_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_11_01_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_11_01_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_11_01_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_11_01_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_11_01_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_11_02_FINREP_2016-A_1,,X,,EBA_FINREP_EBA_F_11_02_FINREP_2016-A_1,,,
EBA_FINREP_EBA_F_11_02_FINREP_2016-A_2,,Y,,EBA_FINREP_EBA_F_11_02_FINREP_2016-A_2,,,
EBA_FINREP_EBA_F_11_02_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_11_02_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_11_02_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_11_02_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_11_02_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_11_02_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_11_02_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_11_02_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_11_03_1_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_11_03_1_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_11_03_1_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_11_03_1_FINREP_2017-A_3,,,
EBA_FINREP_EBA_F_11_03_1_FINREP_3_0-Ind_2,,X,,EBA_FINREP_EBA_F_11_03_1_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_11_03_1_FINREP_3_0-Ind_3,,Y,,EBA_FINREP_EBA_F_11_03_1_FINREP_3_0-Ind_3,,,
EBA_FINREP_EBA_F_11_03_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_11_03_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_11_03_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_11_03_FINREP_2017-A_3,,,
EBA_FINREP_EBA_F_11_03_FINREP_3_0-Ind_2,,X,,EBA_FINREP_EBA_F_11_03_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_11_03_FINREP_3_0-Ind_3,,Y,,EBA_FINREP_EBA_F_11_03_FINREP_3_0-Ind_3,,,
EBA_FINREP_EBA_F_11_04_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_11_04_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_11_04_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_11_04_FINREP_2017-A_3,,,
EBA_FINREP_EBA_F_11_04_FINREP_3_0-Ind_2,,X,,EBA_FINREP_EBA_F_11_04_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_11_04_FINREP_3_0-Ind_3,,Y,,EBA_FINREP_EBA_F_11_04_FINREP_3_0-Ind_3,,,
EBA_FINREP_EBA_F_12_00_FINREP_2015-A_1,,X,,EBA_FINREP_EBA_F_12_00_FINREP_2015-A_1,,,
EBA_FINREP_EBA_F_12_00_FINREP_2015-A_2,,Y,,EBA_FINREP_EBA_F_12_00_FINREP_2015-A_2,,,
EBA_FINREP_EBA_F_12_00_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_12_00_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_12_00_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_12_00_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_12_00_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_12_00_FINREP_3_0-Ind_1,,,
EBA_FINREP_EBA_F_12_00_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_12_00_FINREP_3_0-Ind_2,,,
EBA_FINREP_EBA_F_12_01_a_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_12_01_a_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_12_01_a_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_12_01_a_FINREP_2017-A_3,,,
EBA_FINREP_EBA_F_12_01_a_FINREP_2_8_2,,X,,EBA_FINREP_EBA_F_12_01_a_FINREP_2_8_2,,,
EBA_FINREP_EBA_F_12_01_a_FINREP_2_8_3,,Y,,EBA_FINREP_EBA_F_12_01_a_FINREP_2_8_3,,,
EBA_FINREP_EBA_F_12_01_a_FINREP_2_9_2,,X,,EBA_FINREP_EBA_F_12_01_a_FINREP_2_9_2,,,
