MAINTENANCE_AGENCY_ID,VARIABLE_ID,CODE,NAME,DOMAIN_ID,DESCRIPTION,PRIMARY_CONCEPT,IS_DECOMPOSED
REF,SCRTY_EXCHNG_TRDBL_DRVTV_TYP,SCRTY_EXCHNG_TRDBL_DRVTV_TYP,SCRTY_EXCHNG_TRDBL_DRVTV_TYP,SCRTY_EXCHNG_TRDBL_DRVTV_TYP,Security or exchange tradable derivative type,,
REF,TYP_ACCNTNG_ITM,TYP_ACCNTNG_ITM,TYP_ACCNTNG_ITM,TYP_ACCNTNG_ITM,Classification of the typ of accounting item,,
