Domain_ID,Domain_Name,Num_Domain_ID,Synonyms,Logical_Type_ID,Num_Logical_Type_ID,T_Size,T_Precision,T_Scale,Native_Type,LT_Name
810501BF-2E6A-06B1-952B-20D55D2F5983,Fair value designation,124,FVO_DSGNTN,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
6b6a7a5c-3533-4f15-84dc-a85c03be48b6,Fair value hierarchy,125,FV_HRRCHY,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
D7A59671-C427-FB17-9F03-7E27419DAB4B,Fair value hierarchy (Input Layer),126,FV_HRRCHY_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
54546BDD-F068-8236-37E3-F94ABB46E346,Fair value option designation (Input Layer),127,FVO_DSGNTN_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
D9D544B1-1229-4FD5-4C97-06E213CE6217,Fiduciary asset indicator,128,FDCRY_INSTRMNT_INDCTR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
8B8B68B7-538C-A1D6-1412-A2CEFC9D5D20,Fiduciary asset indicator (Input layer),129,FDCRY_INSTRMNT_INDCTR_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
af1ebfeb-d540-418a-b2e1-75024a24ef78,Fiduciary instrument indicator (Input Layer),130,FDCRY_INSTRMNT_INDCTR_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
CFEDDB0D-DD60-6138-0CD9-B23824EDDC8E,Financial asset instrument debtor assessed type,131,FNNCL_ASST_INSTRMNT_DBTR_ASSSSD_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
031AA0A3-9840-1610-CCF2-7B695A7691DF,Financial asset instrument individually assessed type,132,FNNCL_ASST_INSTRMNT_INDVDLLY_ASSSSD_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
CD5371FB-2510-4E9A-5E41-8EC489A443A1,Financial asset instrument type,133,FNNCL_ASST_INSTRMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
60357A64-0605-54CC-4754-3E48E9BA78F9,"Financial asset instrument type by CRR, Article 123 (Retail exposure)",134,FNNCL_ASST_INSTRMNT_TYP_CRR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
51100051-687B-DB3E-90AD-47254F8BDD53,"Financial asset instrument type by CRR, Article 123 (Retail exposure) (Input Layer)",135,FNNCL_ASST_INSTRMNT_TYP_CRR_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
21064080-2482-7530-223B-1B0E3E5B9283,Financial asset instrument type by fixed interest rate,136,FNNCL_ASST_INSTRMNT_TYP_FXD_INTRST_RT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
BDED7F83-AFD0-67E4-1557-B3E7C5BF5385,Financial asset instrument type by fixed interest rate (Input Layer),137,FNNCL_ASST_INSTRMNT_TYP_FXD_INTRST_RT_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
C28AA63F-7F58-DBD9-F24A-9036194B5949,Financial asset instrument type by interest only (Input Layer),138,FNNCL_ASST_INSTRMNT_TYP_INTRST_RT_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
98AF5502-8D97-692D-A530-E11F9E44F59A,Financial asset instrument type by interest rate only,139,FNNCL_ASST_INSTRMNT_TYP_INTRST_RT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
A3877C6A-8CC5-2574-2754-4EF1DD90B7AB,Financial asset instrument type by renegotiation status,140,FNNCL_ASST_INSTRMNT_TYP_RNGTTN_STTS,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
202067B3-64A9-AA51-0EFA-D94B13EB91FA,Financial asset instrument type by renegotiation status (Input Layer),141,FNNCL_ASST_INSTRMNT_TYP_RNGTTN_STTS_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
931c5d66-4c95-4782-9407-6b34e0d9bf79,Financial collateral type,142,FNNCL_PRTCTN_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
18D9F689-2C3A-10B7-2B06-7A85FEBCC5F9,Financial contract type,143,FNNCL_CNTRCT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
F1CE745B-410C-E5A0-B4F3-A92A2CC2B012,Financial corporation type,144,FNNCL_CRPRTN_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,6,,,VARCHAR2,String
25CFDA5B-E5B6-D3C2-B5AD-EAC390FA6906,Financial guarantee instrument type,145,FNNCL_GRNT_INSTRMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
1B5E01C9-7A32-0C4D-A784-BCEF2226280D,Financial liability instrument type,146,FNNCL_LBLTY_INSTRMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
A8E5C407-B93D-43E6-A783-AFBD38FEF7DA,Finrep subdomain for financial assets,147,FVO_DSGNTN_BIRD_1,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
83EDCD0A-336E-8F27-ACBD-3861003F0BA8,Forbearance measure granted during reference period,148,FRBRNC_MSR_GRNTD_DRNG_RFRNC_PRD,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
87EF806E-E453-9C18-75EE-10501A78404B,Forbearance measure type,149,FRBRNC_MSR_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
CF668C99-D92E-7268-D6C2-775C3A1A2820,Forbearance measure type (Input Layer),150,FRBRNC_MSR_TYP_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
C4F21A0E-D961-4428-8927-8C96FCBCB0F6,Forbearance status,151,FRBRNC_STTS_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
E8612C0C-6AF0-A51C-8AD6-D2D5AB5C5ACA,Forborne non-negotiable long security position indicator,152,FRBRN_LNG_NN_NGTBL_SCRTY_PSTN_INDCTR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
4374AA3E-4424-4CD1-914A-4AA001430C30,Full list of the classification of the instruments,153,PRMRY_ASST_CLSSFCTN_SHS,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,6,,,VARCHAR2,String
5e473c9a-dde9-409a-8bb6-ba8009a13157,Full list of the classification of the instruments (Input Layer),154,PRMRY_ASST_CLSSFCTN_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,6,,,VARCHAR2,String
7FD8F92F-C799-4AF9-AA40-D234A3E00301,Full list of the Security Guarantee level,155,SCRTY_GRNT_LVL_SHS,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
58ed721e-2d1e-4e26-bfd3-43dbe5147e3b,Full list of the Security Guarantee level (Input Layer),156,SCRTY_GRNT_LVL_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
38985000-ABAE-451B-8CA3-5E4777F84162,Full list of the security level,157,SCRTY_LVL_SHS,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
9b33fd77-7ff0-468f-8291-dbc91a6be9ba,Full list of the security level (Input Layer),158,SCRTY_LVL_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
68D5F70B-1E5A-4A86-926F-CC5E369ADD8A,Full list of the security rank level,159,SCRTY_RNK_LVL_SHS,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
e805a1ae-7c46-4f98-b643-5ddd466fb985,Full list of the security rank level (Input Layer),160,SCRTY_RNK_LVL_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
BBA82112-A443-D2D1-88E5-D23C6BE82560,General government type,161,GNRL_GVRNMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
5C906E1D-52DD-D49C-D419-F3231D734D43,GIRR risk factor,162,GIRR_RSK_FCTR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
14513C89-6963-480A-B7FF-A8E8F9C29721,Group Key management personnel assignment type,163,GRP_KY_MNGMNT_PRSNNL_ASSGNMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
33187425-09B5-425F-755F-8A449B8BA57B,Group of clients type,164,GRP_CLNTS_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
4A5D2963-6381-98E0-CBB4-B57A2727126A,Group role type,165,GRP_RL_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
41F8DA9F-FC51-94D0-4F77-6AE64162BD18,Group type,166,GRP_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
959C32F4-A93F-4799-8BBA-49A90BFBF2FB,Hedge accounting - At cost based method or Lower of cost or market (LOCOM) indicator,167,CST_BSD_MTHD_LCM_INDCTR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
4DD03E38-E9A3-FC9F-E83E-0852FFE4ED75,Hedge accounting - At cost based method or Lower of cost or market (LOCOM) indicator (Input layer),168,CST_BSD_MTHD_LCM_INDCTR_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
2ACF47DC-3D82-40B2-BD17-1A2C391133E3,Hedged portfolio asset or liability indicator,169,HDGD_PRTFL_ASST_LBLTY_INDCTR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
9FC05F6E-0558-F79E-96CA-F05753F58262,Held for sale indicator,170,HLD_SL_INDCTR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
a0821e86-2452-4462-84c8-8c68323e0b47,Held for sale indicator (Input Layer),171,HLD_SL_INDCTR_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
FD0F0044-D4FF-E022-A40D-CF7646852EAC,High liquidity and credit quality (HQLA) indicator,172,HQLA_INDCTR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
fba77206-94b4-4137-9f29-8aa1ae650604,High liquidity and credit quality (HQLA) indicator (Input Layer),173,HQLA_INDCTR_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
92A6089D-6098-1C0F-4041-0FDCB423AEF6,Identifier type (Input Layer),174,IDNTFR_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,13,,,VARCHAR2,String
268DADF0-0432-658F-7BEE-9C7ADBDDCD2D,Immaterial rights collateral type,175,IMMTRL_RGHT_CLLTRL_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,3,,,VARCHAR2,String
9945748b-9610-4bc7-b62e-9396f9264ade,Immediate parent according to AnaCredit indicator,176,IMMDT_PRNT_ANCRDT_INDCTR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
9395498C-7C15-5871-9F22-C38B8130D93C,Impairment assessment method,177,IMPRMNT_ASSSSMNT_MTHD_ANCRDT_CLLCTN,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
4122CEDD-1788-5357-F7CB-104D9805911A,Impairment assessment method (Input Layer),178,IMPRMNT_ASSSSMNT_MTHD_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
D53B60E1-6316-42FE-A176-CA7FD1E6AB95,Impairment status,179,IMPRMNT_STTS,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,3,,,VARCHAR2,String
EEA6A796-755A-7656-4270-DB52305CDA5A,Impairment status (Input Layer),180,IMPRMNT_STTS_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,3,,,VARCHAR2,String
8858F29B-C7A0-D284-840D-A6A720901643,Initial imapirment status (Input Layer),181,INTL_IMPRMNT_STTS_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
3E701DBB-AE13-4320-D402-2D9DA177F9CE,Initial impairment status,182,INTL_IMPRMNT_STTS,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
24f978bf-6fd6-4b09-9b10-deb049e07952,Institutional sectors,183,INSTTTNL_SCTR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,8,,,VARCHAR2,String
C6CA4A0F-2B0D-45B3-B6A6-C77EE1FECF36,Instrument Collateral assignment type,184,INSTRMNT_CLLTRL_ASSGNMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
3DCA6674-6086-6D44-6F1B-3108A526F259,Instrument Collateral instrument assignment type,185,INSTRMNT_CLLTRL_INSTRMNT_ASSGNMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
C2CF6B8E-BEDB-4448-6C1B-2CC54BD64FCC,Instrument Entity role assignment type,186,INSTRMNT_ENTTY_RL_ASSGNMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
D1A152BD-E0DA-4FE9-AF0A-FA45922BFFE0,Instrument Protection arrangement assignment type,187,INSTRMNT_PRTCTN_ARRNGMNT_ASSGNMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
8e78f30b-610e-404e-97c5-60fa855125db,Instrument role type,188,INSTRMNT_RL_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
D5FEC816-601B-2499-DB49-A239F7CAB00D,Instrument role type (Input layer),189,INSTRMNT_RL_TYP_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,3,,,VARCHAR2,String
18e67227-ff3e-458a-8912-46488d4eb6dc,Instrument type by origin,190,INSTRMNT_TYP_ORGN,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
91f8c6d1-aeb9-4245-a38d-57f80e30043a,Instrument type by product,191,INSTRMNT_TYP_PRDCT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,3,,,VARCHAR2,String
3880C9D4-D966-103E-57C9-CAD195D367C5,Integer,192,INTGR,LOGDT011,522,,,,INTEGER,Integer
A174855F-FB77-C069-AB48-AE80BD319354,Interest rate reset frequency,193,INTRST_RT_RST_FRQNCY,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
bec0df9e-570b-4870-bd58-3f5f0a33c1c7,Interest rate type,194,TYP_INTRST_RT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
9f1b77a5-3b4f-4b0e-bce8-4a6549b58ac2,Interest rate type (Input Layer),195,TYP_INTRST_RT_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
A961D10D-AB1D-3F7E-6C0D-714722E1BB95,Internal consolidation group type,196,INTRNL_CNSLDTN_GRP_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
33F348AC-1306-1A1E-AD3A-CE8BFFC072F7,Internal group type,197,INTRN_GRP_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
D09672AB-880F-BC5C-2934-A1DF0727EB40,International organisation and General government type,198,INTRNTNL_ORGNSTN_GNRL_GVNMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,3,,,VARCHAR2,String
28ECFA9F-E1D9-5856-5A9A-173AB0106B8A,Investment property type,199,INSTMNT_PRPRTY_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
E832EA39-67C9-4303-AD29-B66510B666C6,ISO 3166-1 alpha-2 code of the country,200,ISO3166,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
005eccc3-e1f2-47eb-a2be-3922266ab95a,ISO 3166-1 alpha-2 code of the country (Input Layer),201,ISO3166_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
7860306A-0B1C-E668-9EFA-EB96D732382B,Issued debt security in the trading book accounting standard,202,DBT_SCRTY_ISSD_TRDNG_BK_ACCNTNG_STNDRD,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
AF5B8332-8B45-A6D4-16F5-4C9820A84C0B,Issuer based rating system type,203,ISSR_BSD_RTNG_SYSTM_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
FF4637D8-C68F-55B4-5996-6C392E587744,Leading branch indicator,204,LDNG_BRNCH_INDCTR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
40176914-4507-0AC6-391D-57806563EEDE,Leading branch indicator (Input Layer),205,LDNG_BRNCH_INDCTR_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
31457646-D166-EE48-82B3-81C9F7441928,Legal form,206,LGL_FRM,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,9,,,VARCHAR2,String
044F0DA5-279F-637C-1E3F-871DA2D233D2,Legal form (Input Layer),207,LGL_FRM_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,9,,,VARCHAR2,String
C63473A2-36CE-76E8-1675-22C49721A4CD,Legal person role type,208,LGL_PRSN_RL_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
C8752093-6006-9886-8A36-2097A4E65F7C,Legal person type,209,LGL_PRSN_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
885F5794-B51C-70A9-297F-2D81FCD5D63B,Legal proceedings status (Input Layer),210,LGL_PRCDNG_STTS_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
0b4c659d-2891-4c54-a272-61fa124e8d83,Legal proceeding status,211,LGL_PRCDNG_STTS,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
D3E22836-F370-4F07-4EA5-D5D8CFA2EC97,Listed indicator,212,BLN_TF,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
54CB6AB6-3017-C8CE-2935-B4CC0C366DCB,Listed indicator (Input Layer),213,LST_INDCTR_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
A74017C2-FB85-4C52-0ECE-FD4F2BA2B981,Litigation status,214,LTGTN_STTS,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
E9AC9799-6E08-A760-5AFC-2A0167B08AEF,Litigation status (Input Layer),215,LTGTN_STTS_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
336C65AC-E62E-2AAB-D901-EE9E00260683,Loan and advance type,216,LN_AND_ADVNC_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
800F811F-075B-D6C7-1B0F-FC917B71BFA0,Loan type,217,LN_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,4,,,VARCHAR2,String
AF1CAF83-1B5B-424E-BF08-68C8B3E0D8AC,Long debt security position encumbrance role type,218,,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
f1005b26-5d94-4d83-b2fa-caa0c3ac12c5,Long debt security position Prudential portfolio assignment Accounting classification for financial assets assignment type,219,LNG_DBT_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
324d723e-2a33-412c-ac94-19fa7bbcc42c,Long equity or fund security position Prudential portfolio assignment Accounting classification for financial assets assignment type,220,LNG_EQTY_FND_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
10529e90-ccb0-4646-ac5c-2fbcebc39ea9,Long security position Prudential Portfolio assignment Accounting classification for financial assets assignment type,221,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
f3ceddd7-0af1-46f7-a64e-2443f9739a8a,Long security position Prudential portfolio assignment type,222,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
22360725-5409-47DA-F83B-458C1A25FE44,Long security position Prudential portfolio type,223,LNG_SCRTY_PSTN_PRDNTL_PRTFL_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
329B0DC8-C2CC-82FA-DB6F-55F79340D65E,Long security position trading book assignment accounting standard type,224,LNG_SCRTY_PSTN_TRDNG_BK_ASSGNMNT_ACCNTNG_STNDRD_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
7F5633A0-D773-A1A4-3ADF-CF10C5460A38,Long security position type,225,LNG_SCRTY_PSTN_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
41019509-6125-34AE-6E8A-736A108B9EF2,Long security prudential portfolio type (Input Layer),226,LNG_SCRTY_PSTN_PRDNTL_PRTFL_TYP_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
4577AC12-C676-447D-B32A-AA4B36EC3423,Long self-issued or third-party debt security position indicator,227,,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
B0893BD0-EC05-50D4-D819-5723AEAB1DB4,Low credit risk indicator for FINREP,228,LW_CRDT_RSK_INDCTR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
EAC578B7-286D-E68C-D9AF-BF38EA0C6F4F,Low credit risk indicator for FINREP (Input Layer),229,LW_CRDT_RSK_INDCTR_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
4fbaf048-0fd2-4fb6-bcf8-4d2a51edc573,Lower of cost or market indicator (Input Layer),230,LOCOM_INDCTR_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
79A0EAC7-7CC0-F639-1D51-3D887E203263,Main debtor indicator,231,MN_DBTR_INDCTR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
d90ea317-1cac-4a23-89d6-c8b24ddc859f,Main debtor indicator (Input Layer),232,MN_DBTR_INDCTR_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
ADBED33F-BF12-0B3C-2F9A-F95599AF2B99,Market capitalisation indicator,233,MRKT_CP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
0EA49441-2C1B-069B-8127-A35F2CBDE9BC,Market Capitalisation indicator (Input Layer),234,MRKT_CP_INDCTR_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
9DD94B43-B702-1025-774D-9B56D298FA2E,Master agreement Central counterparty assignment type,235,MSTR_AGRMNT_CCP_ASSGNMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
FACED78B-F602-A7BC-F5B4-A66D1F583E7B,Master agreement Entity role type,236,MSTR_AGRMNT_ENTTY_RL_ASSGNMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
61D664E5-6810-8FBF-45CB-E3D5F369234E,Master agreement type,237,MSTR_AGRMNT_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
7E62E8E4-F9F2-2D22-3029-6A852124517E,Master agreement with central counterparty type,238,MSTR_AGRMNT_WIT_CCP_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
0AFA48D4-2E2F-43C0-88B5-AD3B85A45129,Minimum reserve indicator,239,MNMM_RSRV_INDCTR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,4,,,VARCHAR2,String
8AF63A7D-2245-4118-9583-CEDC4D186D2D,Monetary,240,MNTRY,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,,,,VARCHAR2,String
A837D872-E836-D84B-4550-5AA040F45A63,Multilateral development bank indicator,241,MLTLTRL_DVLPMNT_BNK_INDCTR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
D8AC73CA-BBE5-1096-11BC-5620F5C11511,Multilateral development bank indicator (Input Layer),242,MLTLTRL_DVLPMNT_BNK_INDCTR_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
0AA28620-05FF-1C8D-CC3A-C767E643EA1C,Multiple forbearance measures in place indicator,243,MLTPL_FRBRNC_MSR_INDCTR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
8E6A86B8-B503-5CF8-0ABE-6A103754B586,Multiple forbearance measures in place indicator (Input Layer),244,MLTPL_FRBRNC_MSR_INDCTR_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
862C2035-489F-67C5-DAE4-56454F6F4314,NACE levels 2 to 4 plus not applicable (staging),245,NACE_LVLS2TO4_STGNG,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,5,,,VARCHAR2,String
1E9E852D-47BF-E337-8AC4-CCE377067A71,Natural person group role type,246,NTRL_PRSN_GRP_RL_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
EE419DC7-0B55-FD6D-6FCF-279A88C1F592,Natural person type,247,NTRL_PRSN_TYP,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
0EC0AF75-3EE0-0A5D-4028-A80BA692B3E0,Negotiable security,248,NGTBL_SCRTY,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,1,,,VARCHAR2,String
BA55C05B-30CF-9C23-0262-F44FAEA5A5BD,Negotiable security posiiton indicator (Input Layer),249,NGTBL_SCTRY_PSTN_INDCTR_INPT,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
552FA18A-DEF6-9673-4C9E-E61AE9F836E6,Negotiable security position indicator,250,NGTBL_SCRTY_PSTN_INDCTR,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,2,,,VARCHAR2,String
BBDE5CEC-C879-453F-A744-0029A1653819,Non-balance sheet recognised financial asset instrument by accounting standard,251,NN_BLNC_SHT_RCGNSD_FNNCL_ASST_INSTRMNT_BY_ACCNTNG_STNDRD,A3A3C77D-0366-9768-FF89-1C25E56881C8,562,3,,,VARCHAR2,String
